gyro_x,gyro_y,gyro_z
3.311700230552928261e-07,6.671014799625799019e-04,-1.417884990865819902e-04
-7.034588042879849666e-04,1.542795448176414183e-04,-5.035079454803869509e-04
2.665154999323274951e-05,3.306688891894878275e-05,6.392105436900430470e-04
1.677936508892739677e-04,-7.017418238930963812e-05,3.165320794443802306e-04
5.820787134564666277e-04,9.456764056439796999e-05,5.170939207208802112e-05
-4.114510286093437638e-05,5.074476481984101575e-04,-8.484061662758739101e-05
-3.991430823453721627e-05,1.104724982662530275e-04,-8.451771307568627101e-04
3.734152001653348704e-04,-1.856332731006127518e-04,1.351602258479751145e-04
-4.499759392577287775e-05,-1.735308699932785499e-05,2.648484279744828140e-05
5.166347314915677039e-04,1.726847530022510631e-04,3.355144973604940167e-04
-5.233326640698419182e-04,-9.472186852763107097e-05,1.310812995547619235e-04
-2.373921277674631743e-04,-3.758679836613151057e-04,-2.201600462073594782e-04
3.885001114119897249e-04,-5.207623873353647631e-04,-5.420737998457286159e-04
-5.826498898611747075e-05,-8.007420957372548599e-05,-2.126495151329688095e-04
-3.897888124797663700e-04,1.805119318773953246e-04,9.833595949147036562e-05
1.826829584692989204e-04,3.812902199835066746e-04,-1.404133984313307465e-04
-8.364472502098196970e-04,6.126024521858332150e-06,8.259561811687745128e-04
-1.717664900543401066e-04,1.701732352775307193e-04,3.561456390228007657e-05
-1.937244857727597356e-04,1.317818565407889025e-05,1.679892402648235062e-04
-9.437891842540314111e-04,4.180753498922848345e-05,3.170718432148966428e-05
-1.918851813493331572e-04,1.042144256541410052e-04,-7.748936841927246883e-05
6.990745384314483481e-05,-5.311789873659713342e-05,1.219933135307840131e-04
-6.751985398992428351e-04,5.335129043663517550e-05,6.686391124896685738e-04
4.254127344993406472e-04,-9.932596871290781085e-05,-6.452985246499921661e-04
-4.132569887037119754e-04,2.509321695420539959e-04,-2.315109637942101687e-04
-1.993465271415466528e-04,-6.203264545452623700e-07,1.026864877868839091e-04
2.384550904054196614e-04,1.291856462791777474e-04,3.902612366552619927e-04
-2.410274039197945789e-04,4.474922707071470377e-04,4.385355981405200123e-04
-2.542283014357000831e-04,2.972047711043057021e-04,-2.127197631330870174e-04
-1.776647100222661726e-04,1.029946572772694327e-04,3.081978621440792897e-04
2.946454282189402423e-04,7.905113571572030444e-04,-5.738947229737454640e-04
-3.220847927170444332e-05,-1.572902928168481138e-04,2.113950852001327744e-04
-3.200390658300425245e-04,-4.219188735448314354e-04,-1.544619443043027454e-04
3.335752094274761922e-04,-1.961208190969440115e-05,-3.982569438590792088e-04
-1.695177443684125270e-04,7.156805298590484610e-04,3.347271574277662395e-04
-6.110748793836299044e-04,1.740579888756615089e-04,-2.830615499826316813e-04
3.035344521375831764e-04,1.778740911578754764e-04,2.311998412878580830e-04
4.146296370643099056e-04,-4.064113206392265098e-04,-1.407802276871707571e-04
-4.911071603366399229e-06,1.093192018824977810e-04,4.472827051452762806e-04
4.877289069768623643e-04,4.296556121425300573e-04,-1.121102713838714526e-04
-3.609865787229079638e-04,1.926575492273142312e-04,4.443993131860592789e-04
8.686998979836436192e-04,-2.905051318590150104e-04,3.394652130511443297e-04
-4.154883314657753903e-04,7.238852339328358699e-05,4.272900467474696480e-04
-3.952514240029744957e-04,-2.813474246919958057e-04,1.315659912494148440e-04
-5.568573307016664717e-06,2.332510161709085996e-04,-4.906567744498264386e-05
2.334610215386903934e-05,-1.925141544998115381e-04,-1.858437815397567013e-04
-1.173387780018307316e-04,1.806628885863793355e-04,1.359630320369303858e-04
4.768190795909655081e-04,4.795392790426754315e-04,-1.683913292559311890e-04
1.607994779481289533e-04,5.001018754725954345e-04,3.080557637245105035e-04
7.751475411580839039e-05,3.848225160956340526e-04,2.885392887311781637e-04
-6.042121191101531587e-05,-1.044251647432788507e-04,3.297586787966465868e-04
-3.909447568635958744e-05,-6.791276365539827744e-04,3.104069907361025281e-04
-9.352781004473089169e-05,7.561349221525572170e-04,6.494112404172779031e-05
1.558117160633799804e-04,2.149633762007794059e-05,6.941029576290523801e-04
-2.028861840725068252e-04,-1.141018217795994311e-04,1.961451070710592398e-04
-4.183435538282185044e-05,1.691841078588076177e-04,3.364508951010232148e-04
4.233912776751206752e-05,5.747048257951755594e-05,-3.556031348825041088e-04
3.839111208852673631e-04,-5.359090284391232299e-04,-1.004913221286254612e-04
3.563827723162132921e-04,5.675063159112876459e-04,8.935976552085091553e-05
1.449435032429010706e-04,2.564124999132599012e-04,4.307818710641794259e-04
-4.132725601491106992e-04,4.507939602905641405e-04,1.300513473285619945e-04
-5.586739303974962379e-05,-4.181736510852654366e-04,-4.292071647523075664e-05
1.010733061147460780e-03,6.003320410274481196e-04,-3.335548078152362648e-04
7.561738413443334613e-05,4.151850305287235955e-05,-3.746299181056444820e-04
1.996356199999186557e-04,-3.218318132827068206e-04,-5.699417325283866057e-04
-2.901020806748522509e-04,3.351194951846489696e-04,-8.911736194952256667e-05
-2.740374941179236391e-04,-2.826128059959202645e-05,6.467781057939077935e-04
4.531986041572082908e-04,-3.794649594928727792e-04,1.236413625422736449e-04
4.095119152565668144e-04,7.917438960124085004e-04,1.996475771083030214e-04
-1.317321032553441537e-04,1.016370316259799952e-04,2.892963659930937143e-06
9.769009687182771996e-05,6.044081546903733214e-04,-3.656782685338187482e-04
-1.476928436948651596e-04,7.421964093086628436e-05,9.254816571367361375e-05
2.645837123681262773e-04,-1.522878189516815894e-04,-5.454843723824903191e-05
6.813382165779751189e-05,-9.558211438114284323e-05,1.105062197007853307e-04
3.390819629674121649e-04,-7.640997969299791648e-05,2.806919355412352060e-04
-1.788560625742945109e-04,-1.456743691757319918e-04,5.614973911359594444e-04
-2.618505080305553903e-04,3.714725328547049369e-04,3.780990782652639661e-04
-3.508711577163783099e-04,-4.712044608608921293e-05,1.931433400346510478e-04
4.784072262872343683e-04,-4.621222738925533769e-05,-4.625683515634375484e-04
4.303588455723329526e-04,-4.954215811725489003e-04,3.230570695662189629e-04
-3.170155696685644634e-04,-5.611362644256651230e-04,4.772512783001393237e-04
-3.505527188038237685e-04,8.383846833178092790e-05,-7.619505978016925688e-05
-4.601363142142857621e-04,1.087643229878846110e-04,5.977713631175067457e-04
1.360047394295294952e-05,-1.447613561872854821e-04,-1.084989638230830208e-04
-1.021759660223607695e-06,-4.453007248597720138e-04,5.144350264839678407e-04
-7.439108677433790753e-04,1.649540048874205395e-05,4.836689661495471707e-04
-6.197173625327643230e-04,2.786071793555387733e-04,2.146873112495347716e-04
-3.512941878844905733e-05,3.866381016955064915e-06,-2.817927397016253117e-04
-1.322372136897887249e-05,9.273578799478976605e-05,-1.395379893386880293e-04
1.580822854540141404e-04,-2.684327982998617967e-04,8.991187144008693465e-05
-2.841531403629902076e-04,-1.074107291880147013e-04,2.274935108863653291e-04
3.136740321155800037e-04,2.298272702308958406e-04,6.080234395987022368e-04
3.225213179899365581e-04,-6.965341844067804097e-05,2.805821677090480698e-04
-2.329075839079101668e-04,4.477396593016603891e-05,-1.850058340059595032e-04
-5.535540593725383996e-04,6.069138048716559179e-04,1.505975985528338788e-04
2.884877057066527603e-04,-1.163875840184338863e-05,1.828942549936952815e-04
-2.338231826179630157e-04,-3.067391479778721892e-04,-8.036816931132541742e-05
5.688090262041789989e-04,2.248661888999255393e-04,6.766076840383073018e-05
1.465738532482789916e-04,-7.166915786374203812e-05,-6.320538268633252472e-04
2.178801083380785470e-04,2.530826553511016336e-04,-4.636760415595351072e-04
-2.095759428246641101e-04,4.300834500298421630e-04,-4.648423131408755673e-04
-1.801287053326828787e-04,3.086622384067451040e-04,1.701167860432522118e-04
7.830361079492653871e-04,9.554252837559513609e-06,1.367781805191658833e-04
3.561954403601108035e-04,7.353492703521233883e-05,-3.126702437093391404e-04
4.322434428183427732e-04,-2.892501583964488540e-04,-3.872517502969848838e-04
-2.965232677889458371e-04,-1.359239345956207354e-04,7.704683578542897765e-04
4.991379641356304245e-05,-3.040266341754891874e-04,-7.011680494421931300e-04
1.799324807119110844e-04,-1.653866792860911946e-04,3.524138712061396076e-04
1.656268541385018866e-04,-2.090151956186257396e-04,4.540754362053001439e-05
2.519866097301520384e-05,1.574465008598544826e-04,2.027298171863657931e-04
-1.458025882865956232e-04,3.008230275641019099e-04,2.338953584515977727e-04
3.519156465021537400e-04,-9.374923659434811673e-05,2.777670940933464486e-04
-2.739928337907705054e-04,7.987180068433939533e-05,-6.350409352933136819e-05
1.547452762428621318e-04,-3.086851489249429104e-04,4.653102765306536023e-04
1.460124477908875920e-04,3.404689898187048306e-04,2.514244738053881905e-04
-2.454694866201439780e-04,-2.253112536644925261e-04,2.889955465816710441e-04
-7.765873773945048309e-05,-5.366463493401668183e-04,-2.679985484758180174e-04
1.878520581316341261e-04,-2.536810193985879124e-05,-4.847267343623129780e-04
9.528881433246846823e-05,-1.270652034607030827e-04,1.445384906475004837e-04
-4.755226812821919348e-04,1.384664214064418178e-04,2.927982186803043446e-05
3.841606362238722322e-04,-3.349208831633254560e-04,-2.142642502386745969e-04
3.219811141544354628e-04,-1.753742743951276913e-04,-2.866143792753192442e-04
4.640043562484699171e-04,3.463953451693885612e-04,-1.794828725175377803e-04
-3.112563238222189744e-04,-9.960738673220788375e-04,-3.618300070580565556e-04
-1.522500729139303604e-04,-1.471683835309734031e-04,-4.298710395722456722e-04
2.537520235001995542e-04,3.122894564376766405e-05,1.520065077649718275e-04
-6.883290908769095699e-05,-3.221630759655736060e-04,-5.659457814585160271e-06
4.263717518185208919e-04,1.589860565866791210e-04,6.322441379468810637e-05
-1.170935456026642700e-04,-7.294967275897324104e-05,3.125949672663021791e-04
-1.983409692686132896e-04,-2.534096687930155012e-04,-3.263796825219324584e-05
-6.187721766947098254e-04,5.743012423354924281e-04,-3.406647675452147399e-04
3.049097923543611231e-04,9.049105461242608393e-05,7.511193867686719559e-04
2.109816109232274031e-04,-2.055095452501480243e-04,5.185641589134343905e-04
-9.843587706520887310e-05,8.636211556784718674e-05,-6.358146228505988503e-04
3.170696629311783187e-05,-1.000827207387639638e-05,1.839062738833140967e-04
-7.102269960508707973e-04,4.179368595995886578e-04,-9.133830551279760836e-05
5.667200111188389717e-04,4.558499629523724960e-04,-5.017392751832906121e-04
-2.080033576617030503e-04,2.284391982820598650e-04,2.466659720025781138e-04
-6.174130104467225131e-04,-3.374623313177583465e-04,-3.220410775621055711e-04
