gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
-2.707022202900213655e+06,4.688716084183111787e+06,3.360427902468649670e+06,-1.740981533368897091e-02,6.827962265349214743e-03,4.694533753538374793e-02
-2.707032261744601186e+06,4.688708679437815212e+06,3.360425355768219102e+06,6.812948936731554050e-02,-2.380196511711245647e-02,-5.387267069908768802e-02
-2.707033011694842950e+06,4.688714536668819375e+06,3.360432852534918580e+06,1.612692848752058164e-02,-1.089524440283863756e-03,1.686531568124551711e-02
-2.707027949017844163e+06,4.688717184647811577e+06,3.360437504640610423e+06,2.975327424189533332e-02,1.355466027610519389e-02,-4.512226110520490413e-02
-2.707026318705365527e+06,4.688700788048977964e+06,3.360448341361357830e+06,-1.949362142787999450e-02,-7.960097847240134999e-03,-2.446121965174710700e-02
-2.707029502758333459e+06,4.688706994628595188e+06,3.360430736656565219e+06,2.678777116227143082e-02,-3.564668638811390594e-02,-2.938913449701070768e-02
-2.707034103418893646e+06,4.688703309641143307e+06,3.360421588992882986e+06,1.509778833954403612e-02,1.095372211708189880e-03,4.093995878419862816e-02
-2.707034324856901076e+06,4.688712439405273646e+06,3.360434249830429442e+06,-3.021752427127746832e-02,2.183456931527822525e-02,3.087381359292557664e-02
-2.707023423768115230e+06,4.688715391840083525e+06,3.360430872159018181e+06,5.790219567331732903e-02,4.234719375528749052e-02,-5.421526953211145555e-02
-2.707024138401973527e+06,4.688707031661591493e+06,3.360432178676836658e+06,5.433237679951335303e-02,3.699957284439084337e-02,-6.413156994694790836e-02
-2.707036156686358619e+06,4.688710734691297635e+06,3.360449754754257388e+06,-1.206074036251475121e-02,3.642647978212033844e-02,7.818600843798145794e-02
-2.707039578272158746e+06,4.688714190432744101e+06,3.360428410278199706e+06,2.617277026415083807e-02,8.330033662985525389e-02,-5.808355763818934259e-02
-2.707020356702302117e+06,4.688706972234907560e+06,3.360438237637590151e+06,-2.812463353222797655e-03,-6.390473374681672480e-02,6.668933178938294022e-03
-2.707033086618387140e+06,4.688711743972260505e+06,3.360432753703914583e+06,7.489668904630526758e-02,-2.361133971199649850e-02,-5.472643752367853387e-02
-2.707024773478890304e+06,4.688711647983902134e+06,3.360442605245600455e+06,-5.609243068338307797e-02,-3.106711760672119585e-02,5.381059053395426117e-02
-2.707033240308462642e+06,4.688705802507597022e+06,3.360421890711694956e+06,4.371793453237154091e-03,-2.037891202862933057e-02,5.797490308395061853e-02
-2.707025643128134776e+06,4.688707437486942858e+06,3.360425491773013491e+06,-2.021231773351576857e-03,3.792798706526118863e-03,-2.084843123553732289e-02
-2.707024068090989720e+06,4.688711495213098824e+06,3.360421384633021429e+06,8.933028469876196087e-03,4.788344315841819299e-02,2.321332511876421020e-02
-2.707018459313916508e+06,4.688716055842790753e+06,3.360432389512750320e+06,4.437404760547199699e-03,-5.333460643057117562e-02,7.302218342300620391e-02
-2.707031383722498082e+06,4.688710875901036896e+06,3.360436720707976725e+06,-8.333839398540879295e-02,-2.057716850455203889e-02,-7.536143458795185879e-02
-2.707028917211076245e+06,4.688713097350941040e+06,3.360429832391985692e+06,1.934171209092106630e-02,-1.478277751189635905e-02,3.611314379041297151e-02
-2.707025139805541839e+06,4.688717209819595329e+06,3.360426942814450245e+06,-5.500040782559675878e-02,1.943307423268236106e-02,5.379278292431641934e-02
-2.707023107860486954e+06,4.688717400729137473e+06,3.360437581158854067e+06,-3.993100731077568570e-03,6.114502099330492574e-02,-9.594829806424287622e-02
-2.707033015565691981e+06,4.688708616550699808e+06,3.360425016520994250e+06,2.042403942313121903e-02,7.546584638706177461e-02,7.217570003965406711e-02
-2.707024813687819056e+06,4.688708788421097212e+06,3.360432187540575862e+06,-6.041505519188494072e-02,2.585969305058476771e-03,9.470002373897681847e-02
-2.707024615084399004e+06,4.688720821363855153e+06,3.360437309789310209e+06,-4.584648528770300657e-02,-2.330098366571952545e-03,1.840038865559255263e-02
-2.707025673183936626e+06,4.688702785290511325e+06,3.360443516545952298e+06,1.760958194096840651e-02,-1.693124642829295021e-02,4.765861281278820777e-02
-2.707031109385896940e+06,4.688705717707933858e+06,3.360423699336956255e+06,2.164942569047776776e-03,6.990904006770197465e-02,3.668329364485391209e-02
-2.707032095743495971e+06,4.688711241989653558e+06,3.360438421319349203e+06,4.170680799043396947e-03,-2.985334678514905624e-02,3.432293843816917184e-02
-2.707028984347573947e+06,4.688716813386525027e+06,3.360427072883847170e+06,-4.356583526025731290e-02,-6.131922423627579610e-02,-2.230098356251720201e-03
-2.707023251873896457e+06,4.688705148548611440e+06,3.360424244331403170e+06,7.867535221883402430e-03,-3.074822716034582640e-02,-2.070334298885784588e-02
-2.707030853831355460e+06,4.688716848510254174e+06,3.360435499028359540e+06,4.629911887195660262e-03,9.917289960595697396e-02,1.521621926956719453e-02
-2.707019325302792247e+06,4.688712160894812085e+06,3.360427545042604674e+06,1.615256034465942713e-03,6.414801157518328079e-02,2.831685437746841658e-02
-2.707039235534054227e+06,4.688717445299116895e+06,3.360428586033467203e+06,2.975708995681473207e-02,1.576972353469832449e-03,-5.453930039076765324e-03
-2.707028605806157924e+06,4.688708994638531469e+06,3.360431523247197736e+06,8.931641047858509402e-03,-2.768492632905742573e-02,5.251189824921196486e-02
-2.707031129942053463e+06,4.688718726817793213e+06,3.360436658881035168e+06,4.476314956890073415e-02,5.822891143125252106e-02,-1.871085700047796230e-02
-2.707035011178512592e+06,4.688712863464731723e+06,3.360437079752860125e+06,-2.297970230177702813e-02,-5.186327895464365456e-02,7.473434308834076001e-02
-2.707031516803140286e+06,4.688713177669153549e+06,3.360423232191251591e+06,6.638837773533563802e-02,3.663052886932038898e-02,-2.672383115616284305e-02
-2.707028781322710216e+06,4.688708446495593525e+06,3.360433513280437328e+06,-4.638945740389260192e-02,9.253372436587446043e-03,-3.935143017786629782e-02
-2.707025679556729272e+06,4.688707758383641019e+06,3.360428650030636229e+06,1.763028082707356059e-02,7.181151344071730509e-03,-4.708054328072912298e-02
-2.707025868255289737e+06,4.688715501019117422e+06,3.360435607148927636e+06,-6.220106483438168216e-02,4.873372187449771147e-04,1.108937240624814219e-01
-2.707031442071295809e+06,4.688707477041809820e+06,3.360421556322660763e+06,-1.200480699167686023e-02,9.870483901885547529e-02,9.776280271658191467e-02
-2.707029682710744441e+06,4.688710917088093236e+06,3.360437331865871791e+06,-7.134021323311490193e-02,9.267333047073868235e-02,1.951762934985317582e-02
-2.707033430650574621e+06,4.688711817733477801e+06,3.360435433496983256e+06,8.840152497073840848e-03,4.787762759822402486e-02,-8.495566256233734459e-02
-2.707030607345210854e+06,4.688706583608346060e+06,3.360429032048214693e+06,7.265186914157421849e-02,6.465144792498854487e-02,-8.284005745398653753e-02
-2.707031994523063768e+06,4.688717976317548193e+06,3.360415705096003134e+06,2.228781612775340704e-02,-3.191920054292306935e-02,5.069474158753706217e-02
-2.707025049601159990e+06,4.688709427444343455e+06,3.360425490001730621e+06,-8.184870357724725876e-02,-3.808810545371464629e-02,1.093766970909882189e-02
-2.707033881840803660e+06,4.688707147057952359e+06,3.360435610217368696e+06,1.348919943202276685e-02,-2.397040939580890803e-02,4.995381629033061877e-03
-2.707028047238802537e+06,4.688716176969092339e+06,3.360427057760715019e+06,-2.731484738661428546e-02,1.739817565456322143e-02,-1.510951179792470456e-02
-2.707031906552385073e+06,4.688709540857902728e+06,3.360430190522401594e+06,3.893744733913857836e-03,4.197956375213086205e-02,-8.024510473828723109e-03
-2.707033469994844869e+06,4.688714692817601375e+06,3.360433715026755352e+06,-3.748573346184965599e-02,8.856375384367330683e-02,-2.633393029705044172e-02
-2.707027687754175160e+06,4.688714289239907637e+06,3.360443682214378379e+06,-6.899255423329091197e-02,-2.180467556246521235e-02,-2.506004801215673886e-02
-2.707022997944620438e+06,4.688704958223605528e+06,3.360430655188726261e+06,6.245942601247408965e-02,1.761752484007552029e-03,4.789963509894770710e-02
-2.707034411019039340e+06,4.688713820265490562e+06,3.360435276219642255e+06,-8.060401931054806193e-03,7.770220977147546115e-02,-2.392574749957966998e-04
-2.707023873443207238e+06,4.688703013116904534e+06,3.360424930410486646e+06,9.261838262487173679e-02,-2.868299961422426936e-02,4.689917888093513704e-02
-2.707029114323972259e+06,4.688706587044802494e+06,3.360430920220165048e+06,9.624022112221557873e-03,-7.893674330955729665e-03,-3.940559874767714243e-02
-2.707031803222389426e+06,4.688713906763580628e+06,3.360440547560777515e+06,5.982508984190165052e-02,-2.949982815442030518e-02,5.679881044714372301e-02
-2.707019019509851001e+06,4.688712836622759700e+06,3.360430837998486124e+06,-1.679899081669047542e-02,-4.328284532264359274e-02,5.077304106898085367e-02
-2.707030620682924520e+06,4.688712386299197562e+06,3.360434084475541022e+06,8.492932645423487137e-02,-2.066409198651574658e-02,-1.018354233358022103e-02
-2.707020915838444605e+06,4.688712175585977733e+06,3.360428089168765116e+06,1.637707548743632668e-01,-1.212992263472576493e-01,-3.539974834822466609e-02
-2.707030673652109690e+06,4.688714087560596876e+06,3.360432362913013902e+06,3.147308494090574338e-01,-7.098190884561458858e-02,7.767494131036517535e-02
-2.707024287129844539e+06,4.688707574777145870e+06,3.360436023983682506e+06,3.638884609156279870e-01,8.092900758204461809e-02,-1.931013124232132394e-02
-2.707033048171671573e+06,4.688697980582681485e+06,3.360443420686152298e+06,4.560684433329371124e-01,2.576225425635909200e-02,3.272009038149861077e-02
-2.707030369572880678e+06,4.688719133685314097e+06,3.360421719657901209e+06,5.775032584184821571e-01,2.824337684636016310e-02,-8.999135657004470046e-03
-2.707030211827595718e+06,4.688708205386007205e+06,3.360428575220962521e+06,6.664369617391676659e-01,-4.936360123366240193e-02,-4.510984010716953541e-02
-2.707026682473934256e+06,4.688709698289667256e+06,3.360438899342771154e+06,7.941432798383550873e-01,3.684541080204624397e-02,-4.227582391275089280e-02
-2.707026171304352116e+06,4.688716165033973753e+06,3.360430958511172794e+06,8.288905334554931281e-01,7.354980367594105006e-02,6.557889098871148847e-02
-2.707026068963401951e+06,4.688708704053656198e+06,3.360423737841998227e+06,1.041801677493435774e+00,-6.793560675055164422e-02,4.255715484823510524e-03
-2.707024408853778150e+06,4.688710834837939590e+06,3.360429852236570325e+06,1.044523185204753624e+00,4.788937456333171999e-02,2.693228264696248542e-02
-2.707031090017098933e+06,4.688716587053854950e+06,3.360430220178085845e+06,1.180543142501615295e+00,1.201289978262909258e-01,-5.690848832212454245e-02
-2.707027909887894988e+06,4.688715323836539872e+06,3.360436854253476486e+06,1.280863956822216876e+00,-1.063487629051216160e-01,3.626981117841066721e-02
-2.707026447530085221e+06,4.688710412993086502e+06,3.360438754889217671e+06,1.369688969379141641e+00,-1.652063477469212921e-02,-3.209853224329245469e-02
-2.707030781126029324e+06,4.688710634905020706e+06,3.360425159581163432e+06,1.517665392825912507e+00,1.099885869982613340e-01,-1.152013658133687127e-02
-2.707019520094423089e+06,4.688707375603438355e+06,3.360428745854834095e+06,1.620985561783985673e+00,-1.331957941939676537e-01,1.248088661506801395e-02
-2.707023752278431319e+06,4.688717964001175016e+06,3.360430111027105246e+06,1.673767877205035060e+00,-5.972205704965095376e-03,3.509248190912896831e-02
-2.707032603061337024e+06,4.688704214198020287e+06,3.360424884605184663e+06,1.886414721709812170e+00,-7.783592677159011097e-02,6.685496142320355994e-02
-2.707018133804892190e+06,4.688712607766572386e+06,3.360430750104459003e+06,1.928380586128368712e+00,-3.789629737803573706e-02,9.335785978104944871e-02
-2.707033183847995009e+06,4.688710990797436796e+06,3.360434627459534910e+06,2.020073115816821474e+00,1.006242590133754611e-01,2.444215724979842408e-02
-2.707034427780414931e+06,4.688709057250495069e+06,3.360433023383592255e+06,2.183663255932352332e+00,5.036720908084806742e-02,-1.683484705000138498e-02
-2.707034003466490656e+06,4.688716398921820335e+06,3.360417220138930250e+06,2.133182120524677927e+00,-5.818311989716851151e-02,-9.122545144249319393e-02
-2.707031294007289689e+06,4.688715960428091697e+06,3.360430550667745993e+06,2.297402534740778712e+00,-3.772922892909399365e-04,1.165023895685967092e-01
-2.707026627762323245e+06,4.688715260594130494e+06,3.360437090025173500e+06,2.378275716728601274e+00,-1.249482897354869393e-01,5.386723254476602496e-02
-2.707029654373769183e+06,4.688713159233113751e+06,3.360434338081332389e+06,2.470821861482256576e+00,-9.689245000138591024e-02,-2.510941935253172691e-02
-2.707029642724287231e+06,4.688710172378000803e+06,3.360436435175679158e+06,2.609939059331050970e+00,6.642771534940257461e-02,2.518454348256831191e-02
-2.707027433476114646e+06,4.688713845300711691e+06,3.360433644433526322e+06,2.669377529750153855e+00,3.304762263361277208e-02,-9.025888601168408076e-02
-2.707019261177264620e+06,4.688713687488654628e+06,3.360438186602450907e+06,2.852186336569654035e+00,6.167562339030240211e-03,-6.231802814968646432e-04
-2.707022437115685549e+06,4.688709114570778795e+06,3.360437845845743548e+06,2.854689201242922802e+00,-5.410961945618162489e-02,-5.283492334081919817e-02
-2.707024415867767297e+06,4.688713983621431515e+06,3.360441389637686312e+06,3.054128235993619711e+00,-4.272463984595575859e-02,6.048925235266455758e-02
-2.707019701859735418e+06,4.688709913344976492e+06,3.360435854258024134e+06,3.034609078090216627e+00,8.007737659212015024e-02,7.164189442432901400e-02
-2.707032099254437257e+06,4.688707419356618077e+06,3.360430763988366816e+06,3.217493016811560302e+00,1.162710089445718187e-01,-8.113651659442461250e-02
-2.707023814632130787e+06,4.688711162926699966e+06,3.360423975458598230e+06,3.335533043096740702e+00,-1.107898709552383176e-01,2.622112539868884373e-02
-2.707026002704519778e+06,4.688712788849147037e+06,3.360428147102794610e+06,3.435281356780344186e+00,5.470362153604718669e-02,-2.991248592690447586e-02
-2.707021278791891411e+06,4.688712359870542772e+06,3.360418573721897788e+06,3.440016567512683476e+00,5.092680275143053603e-02,-1.262479646543332168e-01
-2.707030190545290709e+06,4.688710116591624916e+06,3.360447828987022862e+06,3.687110005067304463e+00,3.149939257346057869e-02,-1.838302434483792686e-02
-2.707025303271301556e+06,4.688712485531126149e+06,3.360435161717087496e+06,3.649943268823500286e+00,3.340587840601184910e-03,1.693191417540572744e-02
-2.707024152840656228e+06,4.688710052496003918e+06,3.360439248391868081e+06,3.785407772083527522e+00,-3.358697944532117868e-02,-1.384501787837438651e-02
-2.707023411980956793e+06,4.688706623546794057e+06,3.360428655979525298e+06,3.929610050935626653e+00,-6.200049744142739627e-02,3.263845259840659346e-02
-2.707025023402641062e+06,4.688710118471347727e+06,3.360438051019306760e+06,3.966914633624518238e+00,2.420735082265245905e-02,7.841763366127255108e-02
-2.707020481332859956e+06,4.688718829046886414e+06,3.360418635485223960e+06,4.042061530942984149e+00,2.833187594890053743e-02,-2.498445658357732399e-02
-2.707019580470475834e+06,4.688717896501047537e+06,3.360421219260985032e+06,4.192649021606705162e+00,-5.321192554364662097e-02,1.423553152802696509e-02
-2.707023628282345831e+06,4.688714782989682630e+06,3.360433145347784739e+06,4.317796742922078934e+00,7.302823511455145550e-03,-4.250015694595045412e-02
-2.707013833346075844e+06,4.688711966018465348e+06,3.360429481531473342e+06,4.381687037785093608e+00,-4.138840219006745952e-02,3.756335137247482359e-02
-2.707025757759990171e+06,4.688709247946431860e+06,3.360427600159298629e+06,4.536588023857128782e+00,-5.515028095964823879e-02,-8.145312885247897594e-02
-2.707021079502906650e+06,4.688715029537889175e+06,3.360426308911733329e+06,4.539856862762903233e+00,-5.407211157784255762e-02,-3.818644354203892810e-02
-2.707013102506141644e+06,4.688720770772828721e+06,3.360434308756198268e+06,4.741825036036981800e+00,-2.831142910279038291e-02,5.828391423559667328e-02
-2.707010593961422332e+06,4.688713981463256292e+06,3.360437248662166763e+06,4.801930119685408727e+00,4.663248853703146762e-02,1.293937344607006684e-02
-2.707022785752362572e+06,4.688710638905797154e+06,3.360426259697980247e+06,4.907963498845578698e+00,-5.038899029212388220e-02,-8.843860218632504377e-02
-2.707018867727377918e+06,4.688704253139099106e+06,3.360431241776386276e+06,4.992876885079340354e+00,-5.760484202071162324e-02,6.575099675509732400e-02
-2.707016379022248089e+06,4.688711025191760622e+06,3.360436426738068461e+06,5.074385841205100611e+00,2.979498523853466724e-02,-4.706677604577222396e-02
-2.707012567134778015e+06,4.688708329439601861e+06,3.360432832701761741e+06,5.243718119831703994e+00,3.724946528624661912e-02,-1.289814946141206453e-01
-2.707016246521572117e+06,4.688700490586609580e+06,3.360424633070497308e+06,5.397243911240679815e+00,2.386119339307988304e-03,-2.929043968361296629e-03
-2.707008786070682574e+06,4.688720831010608934e+06,3.360421676025567111e+06,5.511836387033807405e+00,6.520228579442316486e-02,2.097927717404143161e-02
-2.707012932800358161e+06,4.688717736317341216e+06,3.360432307710765861e+06,5.538715299046600649e+00,-7.825647524649812989e-03,4.192503315738664582e-02
-2.707012858914345969e+06,4.688713066981311888e+06,3.360428482696211897e+06,5.584602991739027189e+00,-8.097353483127726903e-02,7.906062449014612803e-02
-2.707007801051150542e+06,4.688709817550675012e+06,3.360437948884166777e+06,5.761167996545765391e+00,-5.809712048463594458e-02,-4.391529453173912551e-02
-2.707012318353700917e+06,4.688708806086178869e+06,3.360430572276493534e+06,5.810169380188520805e+00,-2.749510282947671691e-02,3.779782950626992682e-03
-2.707008684118506033e+06,4.688706913874978200e+06,3.360419032483284827e+06,5.923619261574147643e+00,8.362490547325776569e-02,-3.885458611278833074e-02
-2.707021222333814949e+06,4.688714152938444167e+06,3.360420833135270514e+06,6.051307657729821265e+00,-5.014418993211633251e-03,2.501239186007347612e-02
-2.707019445360005368e+06,4.688708549676084891e+06,3.360445820314854383e+06,6.163376470568634247e+00,2.356472601905743210e-03,1.826690919910360644e-02
-2.707008895475094207e+06,4.688707942624601535e+06,3.360442694295750000e+06,6.217248709048290856e+00,-5.104113342663188502e-02,1.062528475833217703e-02
-2.707009054365351330e+06,4.688717568945389241e+06,3.360438583919086028e+06,6.334127901903548796e+00,2.240778082097797524e-02,1.137963051829420091e-02
-2.707004227930277586e+06,4.688718970641517080e+06,3.360443384708252270e+06,6.416783315698449286e+00,-1.714257496978886797e-02,2.807060286133244639e-02
-2.707014815241894685e+06,4.688707656992577948e+06,3.360439127450218890e+06,6.528243587926874980e+00,2.736827927283942696e-02,1.138624347317099966e-02
-2.707009423738905694e+06,4.688709003028552048e+06,3.360434028320168611e+06,6.552178976918415998e+00,7.398586633957135450e-02,1.544552892088733170e-02
-2.707005264551134780e+06,4.688709701341616921e+06,3.360439668839339633e+06,6.708438001148676832e+00,4.194908074434777756e-02,6.580413864375850297e-02
-2.707011638928809669e+06,4.688713083651698194e+06,3.360445038461898454e+06,6.746284797583838255e+00,-1.260623983273915227e-01,5.971174045183609558e-02
-2.707008354270792101e+06,4.688708392415486276e+06,3.360433589084370062e+06,6.833247771302326967e+00,4.787198472752166034e-02,1.564040451997149393e-03
-2.707003029202847742e+06,4.688716595411943272e+06,3.360421771434900817e+06,7.084208375952027126e+00,-2.467229057144055410e-02,3.778504558678512544e-03
-2.707010862488382030e+06,4.688716255140081048e+06,3.360437806809432339e+06,7.096703243328937205e+00,-1.046235277799265409e-02,-4.639102101908645914e-02
-2.707003250240699388e+06,4.688718475211815909e+06,3.360430456707988866e+06,7.178238894594437092e+00,-7.874613001115501887e-02,7.755665201166861422e-02
-2.707002023911805823e+06,4.688722595155079849e+06,3.360432387724185828e+06,7.359327279326531190e+00,1.100159726645754121e-01,-1.725580190111516976e-02
-2.707003469072617125e+06,4.688714105898874812e+06,3.360435609856940340e+06,7.368843393903104833e+00,7.010828845964504896e-02,1.769942252271860389e-02
-2.706995384033484850e+06,4.688697738799622282e+06,3.360415638788401615e+06,7.448236113536461644e+00,4.098710122574882042e-02,-6.050593120973685179e-02
-2.707001543586955406e+06,4.688715035110235214e+06,3.360442684799047653e+06,7.546660537033868188e+00,-3.814121929102878839e-02,-7.685485469324417583e-03
-2.707004423145598732e+06,4.688708638416247442e+06,3.360428562988471240e+06,7.670243026970673839e+00,1.250761512179825868e-02,-1.162132976413468577e-02
-2.706998489716575015e+06,4.688709788782616146e+06,3.360431722624299116e+06,7.778898670287769157e+00,5.097728326635671270e-02,-4.036121371572443106e-02
-2.706995916796803940e+06,4.688719429288801737e+06,3.360426790597698651e+06,7.928053955950990606e+00,-3.866814169927791645e-02,3.463635781603884717e-02
-2.706995581163766794e+06,4.688710573194333352e+06,3.360425640156996902e+06,8.014457691223745073e+00,5.362042870895315956e-04,4.829940304401844631e-02
-2.706994669716699049e+06,4.688713759733731858e+06,3.360430358002010733e+06,8.145422560686286673e+00,-6.795538511210223731e-02,-7.135177133930993565e-02
-2.706996263318879995e+06,4.688712649285583757e+06,3.360429086116105318e+06,8.227208214439611922e+00,1.455166434229987482e-02,4.744685369195880686e-02
-2.707001722548172344e+06,4.688717777913489379e+06,3.360428552561452147e+06,8.245179095076601072e+00,2.815012185570297740e-02,-8.703332333562480150e-02
-2.706988634986029472e+06,4.688704855748324655e+06,3.360428440773468465e+06,8.354694614892110849e+00,1.293680028623455519e-02,6.929717197574589149e-02
-2.706991672077509575e+06,4.688712643439597450e+06,3.360424657560704276e+06,8.471897549193156962e+00,-6.324867753965542419e-03,9.096432448779244451e-02
-2.706986692186872009e+06,4.688714093283180147e+06,3.360436809465621598e+06,8.585812363642672196e+00,1.690177317796819900e-01,1.368483642129730230e-03
