gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
-2.706997612083074171e+06,4.688714447998266667e+06,3.360433659402035642e+06,8.784232797488915168e+00,-1.115645075155310278e-02,4.531311924867537089e-02
-2.706996520109714940e+06,4.688717833696675487e+06,3.360434364902846050e+06,8.751143766067212226e+00,7.780841141904429326e-02,1.256966584123191989e-02
-2.706981809643706772e+06,4.688713007228869013e+06,3.360434942200687714e+06,8.898400764094127169e+00,3.910244946369551000e-02,7.361234717704176478e-02
-2.706992410770273767e+06,4.688703598722606897e+06,3.360432862716446165e+06,9.008133816378416370e+00,7.541123979644098752e-03,-7.067782392065712072e-02
-2.706980417696659453e+06,4.688716727846069261e+06,3.360435893335636239e+06,9.153655513003744915e+00,5.300768970277219827e-02,1.328841781533993127e-02
-2.706990686009325087e+06,4.688712187925724313e+06,3.360434188083932735e+06,9.217213411474986628e+00,-6.735922503291368046e-02,1.103455095263356917e-01
-2.706991314803807065e+06,4.688711854236423969e+06,3.360437803212050814e+06,9.341316073838431322e+00,-3.374838446735149711e-02,1.413498757593455168e-02
-2.706984901515537873e+06,4.688706890098727308e+06,3.360443815345597453e+06,9.430836191808392499e+00,-1.122229289131058821e-01,-1.052685821619282064e-02
-2.706990072555921506e+06,4.688712551155135036e+06,3.360425496006509755e+06,9.490547165573106625e+00,-3.838023021378765554e-02,4.401272939023631592e-02
-2.706987471011801623e+06,4.688706730909939855e+06,3.360432913982062601e+06,9.626907526205295440e+00,-1.818430055226630260e-02,-2.942978325621080707e-02
-2.706978737779596355e+06,4.688710334670578130e+06,3.360429315139649902e+06,9.714257748306389217e+00,4.385482125625130706e-02,-5.825590742234484920e-02
-2.706987688152484130e+06,4.688715181203131564e+06,3.360425136482006405e+06,9.754105071284838502e+00,-6.096817906796317410e-02,-3.655251989415579661e-02
-2.706986026147520170e+06,4.688713704989052378e+06,3.360441263965314720e+06,9.942780960019245384e+00,-6.036256272647246013e-02,-7.831212641875071045e-02
-2.706977391564764548e+06,4.688712945312374271e+06,3.360427660115691368e+06,1.010031908176844162e+01,4.720201960777997002e-02,-2.812985974775827555e-02
-2.706983688475380652e+06,4.688711431354534812e+06,3.360426963039888535e+06,9.944715454934277332e+00,1.998532277581963057e-02,-5.498198876958631728e-03
-2.706984125893510412e+06,4.688712949665371329e+06,3.360442735447379295e+06,9.727492472381694455e+00,6.983147811418664863e-02,1.334415666246275556e-01
-2.706971519980328158e+06,4.688707054659248330e+06,3.360441512112227734e+06,9.664719849062304746e+00,-3.266775162924222264e-02,9.232551463463414820e-02
-2.706977873663611244e+06,4.688708982491107658e+06,3.360421353273863904e+06,9.678606087636245192e+00,-5.862926695331647370e-02,7.115059421640383686e-02
-2.706978924286883790e+06,4.688710450378010981e+06,3.360436697658309247e+06,9.436136427143567929e+00,8.898740171551016917e-03,-8.526376722636030969e-02
-2.706972749404674396e+06,4.688706684368657880e+06,3.360439847685503308e+06,9.384248227727045588e+00,-3.257874045439333732e-02,1.880007538096055766e-02
-2.706964852915430441e+06,4.688711199703284539e+06,3.360433787516505457e+06,9.334947987220761689e+00,1.761416713296035386e-01,3.660023550943094367e-02
-2.706975752015804406e+06,4.688707576113153249e+06,3.360426675393732730e+06,9.200014440626347323e+00,3.629989013776507845e-02,-1.038126631650528042e-01
-2.706969416290626861e+06,4.688709363630577922e+06,3.360427080216235016e+06,9.177330874345635436e+00,1.837781141007000310e-02,-3.843925710844536131e-02
-2.706971585726672318e+06,4.688721711503841914e+06,3.360435732458355837e+06,8.998537700266265205e+00,8.067305390634904594e-02,3.014107727570055836e-02
-2.706974813187878579e+06,4.688714896386181936e+06,3.360439032974741422e+06,8.950300961453043769e+00,7.220636454253345771e-02,4.117389600351872847e-02
-2.706972107744405046e+06,4.688711775087973103e+06,3.360435013506896328e+06,8.806262256729379345e+00,7.644541884592879338e-03,-3.151342203193803482e-02
-2.706964536804478616e+06,4.688715178435523994e+06,3.360431861109688878e+06,8.699801168961993625e+00,2.670995844247388371e-03,-6.797065289158574219e-02
-2.706965043338088319e+06,4.688718042467126623e+06,3.360439182798549067e+06,8.612160785837792432e+00,2.843807193748004725e-02,-3.693350169082079693e-02
-2.706954473967885599e+06,4.688709780983650126e+06,3.360442755091352854e+06,8.437340393231774982e+00,1.305941087769821873e-01,7.777198643664354379e-03
-2.706967143300762866e+06,4.688701385685039684e+06,3.360425023801076226e+06,8.429539395797466028e+00,2.639329461077424485e-02,-2.841903865779771884e-03
-2.706956958208450116e+06,4.688715576727773994e+06,3.360435140602021012e+06,8.307911035791368803e+00,4.592886996793044824e-02,-1.044744169681637164e-01
-2.706963209828517400e+06,4.688720195022003725e+06,3.360427213831625879e+06,8.204648390691691162e+00,-1.308446234697166824e-02,1.326603258868301778e-03
-2.706957891965594608e+06,4.688709252836125903e+06,3.360436051978223957e+06,8.089654860421916283e+00,-4.900763107531021928e-02,6.316224583463513021e-04
-2.706963018467268441e+06,4.688708961899899878e+06,3.360425408509230707e+06,8.035508812979891502e+00,2.139484033022427331e-02,6.130440298925780157e-02
-2.706960364050794393e+06,4.688722128718486987e+06,3.360415344390855636e+06,7.875835216633080726e+00,-1.907958522177057373e-02,7.382328827362813484e-02
-2.706957548661965411e+06,4.688711300848020241e+06,3.360430505796757527e+06,7.772961714212176076e+00,-4.306103717396742026e-02,-3.891579949897606364e-03
-2.706956798106581904e+06,4.688718661918623373e+06,3.360428558109655976e+06,7.723973590207271478e+00,-3.749804689677223996e-02,-6.743440967064465164e-02
-2.706953738233750220e+06,4.688710063601861708e+06,3.360429330872589257e+06,7.700087204781631556e+00,1.372352675516650550e-02,-3.548549024948639830e-02
-2.706958374189883005e+06,4.688708476593624800e+06,3.360428405428719707e+06,7.509407686120191272e+00,-1.645139539741260690e-02,-4.180763313663674562e-03
-2.706955472618276719e+06,4.688716754990717396e+06,3.360425789676414337e+06,7.368703258671575718e+00,-4.298467937446689979e-02,1.225258621495147610e-02
-2.706955510348197538e+06,4.688708800401310436e+06,3.360428033270410262e+06,7.335715257010409829e+00,-5.236740825928148935e-02,2.678013352141606768e-02
-2.706951564882159699e+06,4.688705299272821285e+06,3.360430441055332310e+06,7.246770959250800281e+00,6.453929881838171845e-02,1.316020840716124532e-02
-2.706956915859325789e+06,4.688703243928728625e+06,3.360429369672008790e+06,7.151700663835656613e+00,-2.081448729683647858e-02,4.939164580468811266e-03
-2.706953075103221927e+06,4.688707586667091586e+06,3.360432975390897132e+06,6.952455218330601205e+00,-1.800460889840414455e-02,-7.398954486627570826e-02
-2.706948823107480071e+06,4.688720203601036221e+06,3.360431825155549217e+06,6.931965779768262337e+00,-8.760892879104885400e-02,-1.590545217265592823e-02
-2.706955161064690445e+06,4.688702297054968774e+06,3.360438499514908530e+06,6.727133388448451434e+00,3.362796799052952205e-03,-5.067421720779741179e-02
-2.706947932096157223e+06,4.688720328383642249e+06,3.360433382886077743e+06,6.717130483186202206e+00,-2.060757027056863561e-02,3.833387307190447291e-02
-2.706940275677266065e+06,4.688716561869375408e+06,3.360431097481648903e+06,6.634739199924178266e+00,3.173152394092053352e-02,-3.638134932572717473e-02
-2.706959326117871795e+06,4.688711427589531988e+06,3.360416899179856759e+06,6.425213578838659956e+00,6.409885886094108393e-03,3.535850202204537246e-02
-2.706949395052517764e+06,4.688726467259004712e+06,3.360429942817354575e+06,6.474710142517404066e+00,8.084763554907228866e-02,1.271191220665285337e-02
-2.706936586609301157e+06,4.688707600518811494e+06,3.360428899972490966e+06,6.295007261468171578e+00,-2.974701937584149983e-02,1.121806329508460640e-02
-2.706939756534453016e+06,4.688718128258798271e+06,3.360425705612620339e+06,6.202768539462694797e+00,-3.005447825151364577e-02,-2.256392117557685234e-02
-2.706940357795308344e+06,4.688716524096465670e+06,3.360444025528893340e+06,6.141149128973271587e+00,-3.964001537235134487e-02,-6.432992248751256970e-02
-2.706941319254132919e+06,4.688707991396424361e+06,3.360436953134254087e+06,5.991560744543694028e+00,-3.977176735937502927e-02,1.510670232154193160e-02
-2.706931176114824601e+06,4.688708848234312609e+06,3.360434356375121046e+06,5.965312761165574074e+00,-2.263479790663138619e-02,-2.438745454328762954e-03
-2.706941708221795969e+06,4.688702099651146680e+06,3.360433617701431736e+06,5.828725537251323807e+00,-5.323508279255328296e-02,-4.947913257933285805e-03
-2.706941830507048871e+06,4.688711082205781713e+06,3.360424293311575428e+06,5.635473632744236738e+00,4.544503584223127945e-02,4.222794671076304102e-02
-2.706945508436636068e+06,4.688718374965144321e+06,3.360437597058678046e+06,5.541833490092151315e+00,1.314646980438411751e-02,-2.082154651573056917e-03
-2.706939803483991418e+06,4.688715452829804271e+06,3.360445227481253445e+06,5.536441297790338112e+00,5.537205412299289753e-02,-2.247582557118973923e-02
-2.706941036294635851e+06,4.688714505760641769e+06,3.360431295461118687e+06,5.464778413412251901e+00,4.182604305964545723e-03,4.252639595813803575e-02
-2.706947582680700812e+06,4.688710911695386283e+06,3.360442025660108309e+06,5.369263589690759453e+00,4.862548990813028021e-02,-2.271197180364091864e-02
-2.706949169031622354e+06,4.688714377134907059e+06,3.360430276579936501e+06,5.198687235101025372e+00,4.097851956849132837e-02,-5.166448973981550147e-02
-2.706935515210747719e+06,4.688700548981318250e+06,3.360429041991681326e+06,5.128496682349770630e+00,-5.596070254189669524e-02,1.299395772823777953e-02
-2.706936358302100562e+06,4.688718689962742850e+06,3.360437607004345395e+06,4.955269084197985840e+00,3.672622342642346133e-02,3.048645050087818789e-02
-2.706938106758452486e+06,4.688704994905531406e+06,3.360436918384811375e+06,4.939742313116058270e+00,-4.590443893062608194e-02,-3.722259962552309370e-02
-2.706943180228893179e+06,4.688711783145102672e+06,3.360439524916572031e+06,4.863116905715579641e+00,7.420325587840824466e-02,1.087793799580658721e-02
-2.706937772608701140e+06,4.688717635712201707e+06,3.360418775617883075e+06,4.656311579761688080e+00,7.804456807191546830e-02,1.389731394424087441e-02
-2.706942498513286468e+06,4.688716577840450220e+06,3.360424580467248335e+06,4.573456802915930375e+00,-1.830808896102925978e-03,-8.170265987423010884e-03
-2.706945294052497484e+06,4.688711805674969219e+06,3.360429889098018408e+06,4.504547231673321050e+00,-4.819281483071446298e-02,7.168515216778930180e-03
-2.706938681499272585e+06,4.688710393240082078e+06,3.360431753228553105e+06,4.370599822585822025e+00,1.091004159310851040e-01,2.499733951710788812e-02
-2.706932625945901964e+06,4.688703206578441896e+06,3.360429742142901290e+06,4.358591835754871191e+00,-3.806593027307298566e-02,1.410288127598030399e-02
-2.706937892607345711e+06,4.688702660206309520e+06,3.360436310423689429e+06,4.192692374293487845e+00,-2.418214228943452171e-02,-2.042015726363853242e-02
-2.706939644403271377e+06,4.688718756562016904e+06,3.360433152698648162e+06,4.159647912847610485e+00,2.095228567618735022e-02,3.744742153628558695e-02
-2.706926257487520576e+06,4.688713334870597348e+06,3.360436306343037169e+06,4.062224551772724901e+00,-3.822961468018345327e-02,5.159294678918396361e-03
-2.706935585061183199e+06,4.688711840924993157e+06,3.360447194155157078e+06,3.953250873661671605e+00,3.370438853087111969e-02,6.849742809727642212e-02
-2.706937062178551685e+06,4.688708614520372823e+06,3.360435019872368779e+06,3.785290905190073385e+00,-1.578594950877556038e-02,-5.471785586764913584e-02
-2.706943086350258440e+06,4.688713679617906921e+06,3.360428680306689814e+06,3.670339201834790899e+00,-3.482353183262199003e-02,-4.268465547993833403e-02
-2.706932623114111833e+06,4.688708848687702790e+06,3.360436449634727556e+06,3.573831161395080169e+00,-9.840644129675821250e-03,6.284782280735842774e-02
-2.706937265357527882e+06,4.688708105981122702e+06,3.360436416626710445e+06,3.559916160779212913e+00,-3.222397909987098630e-02,-3.374204819445728032e-02
-2.706937780859753489e+06,4.688709876805300824e+06,3.360430357188773341e+06,3.370990386782181325e+00,2.404937625372318560e-02,-2.623965708220190804e-02
-2.706931263741761446e+06,4.688709798510925844e+06,3.360421323137136176e+06,3.374809643354713007e+00,-1.165043589090037669e-02,-2.928121040770428896e-02
-2.706924790354762692e+06,4.688715369596772827e+06,3.360441802034709603e+06,3.175588191573624375e+00,-2.050991402053076174e-02,-3.948853864058653185e-02
-2.706948018572353758e+06,4.688720528898948804e+06,3.360416513678723481e+06,3.012363374093457224e+00,-2.425688430820098496e-02,6.852471405550070171e-02
-2.706938709042757750e+06,4.688708257951848209e+06,3.360429540054937359e+06,3.008418785147938479e+00,3.202867796454765548e-02,-2.141598411293851867e-02
-2.706937305480894633e+06,4.688702599316096865e+06,3.360435501623128541e+06,2.914643418399855079e+00,5.435272472537494570e-02,-3.134047696376828646e-02
-2.706932693402261008e+06,4.688717673209843226e+06,3.360434095685862470e+06,2.781173879592104825e+00,-5.165044931705074088e-02,-1.981249552640833994e-02
-2.706936860807304736e+06,4.688705983580583706e+06,3.360426193060104270e+06,2.687596528848231525e+00,-6.331665667751294746e-02,-4.480951496305791287e-02
-2.706938248071629554e+06,4.688718989562662318e+06,3.360435006788835395e+06,2.590036419972517212e+00,-5.094934128539897744e-02,-2.473868367792514400e-02
-2.706936219420040026e+06,4.688717103438602760e+06,3.360421973556323443e+06,2.554438279574533066e+00,-4.689488267866962629e-02,-7.049706666038997593e-02
-2.706940824975333177e+06,4.688713075336304493e+06,3.360433216472231783e+06,2.463076167198578581e+00,7.218053657946134349e-02,2.210629270455613180e-02
-2.706921334973042831e+06,4.688703691658854485e+06,3.360432181699383538e+06,2.373403669654324588e+00,9.975635082675510593e-03,-4.747827498242028488e-02
-2.706926909172822721e+06,4.688714900984194130e+06,3.360427006599314976e+06,2.081672455351636142e+00,-4.878520925968605343e-02,-6.270585751377465156e-02
-2.706931227751316037e+06,4.688714372092478909e+06,3.360439973387926817e+06,2.090832097944591794e+00,-5.883990317099254373e-03,2.260275293190833201e-02
-2.706923746246444527e+06,4.688715564296758734e+06,3.360426664103670511e+06,2.139603198384091520e+00,-7.611819882276256964e-03,-4.639021088650152613e-02
-2.706942150084459689e+06,4.688717525957102887e+06,3.360428697165752761e+06,1.924214602270673646e+00,-2.174155913420045341e-02,-1.613531029113225018e-02
-2.706932212466257159e+06,4.688713068712008186e+06,3.360428384035499766e+06,1.739426471839861099e+00,-8.505069967104557371e-02,4.433624174676487062e-02
-2.706926329026079271e+06,4.688715508217898197e+06,3.360425768509016838e+06,1.686752755998648823e+00,-1.123357216686650742e-02,6.418305580040982450e-02
-2.706917420488982927e+06,4.688701758023395203e+06,3.360427091366183944e+06,1.501570051107140147e+00,4.091094951036786803e-02,1.329315912259762880e-02
-2.706931854438796174e+06,4.688716627993071452e+06,3.360435385248926934e+06,1.469522160171165215e+00,3.754500269140219337e-02,-7.725690911419182648e-03
-2.706936652016549371e+06,4.688704615015141666e+06,3.360431716168789193e+06,1.363960047862070812e+00,-1.955920901259820127e-02,4.975588881365237970e-02
-2.706928296444814187e+06,4.688707779353316873e+06,3.360441219026958570e+06,1.340546914923532729e+00,1.706824265824947312e-02,6.450802820873950683e-02
-2.706936867573237978e+06,4.688706568874498829e+06,3.360423747678216081e+06,1.176932201253753307e+00,5.812441415181771737e-02,2.389980825586238838e-02
-2.706931244059566408e+06,4.688711796037930995e+06,3.360434340142966248e+06,1.048143188974155260e+00,-2.904055349123939311e-02,-1.204290013710631879e-01
-2.706938982867046259e+06,4.688717146811167710e+06,3.360437542143506929e+06,9.037233017116556022e-01,-1.450179419308775643e-03,4.404154737777501993e-02
-2.706924160007792525e+06,4.688717362908842973e+06,3.360428411865140311e+06,8.538040260119599267e-01,-7.667950523061024815e-03,4.310554249982320946e-04
-2.706928240092582069e+06,4.688714333915806375e+06,3.360428705518516246e+06,7.673053419058598612e-01,3.320899813658697436e-02,6.011323266854177311e-02
-2.706930286524849944e+06,4.688710356125556864e+06,3.360426679900205694e+06,7.318231358271797271e-01,-1.687339714038612812e-02,2.248394649095321676e-02
-2.706925643204710446e+06,4.688717106878330931e+06,3.360430172591180541e+06,6.016335369879194372e-01,-6.196832289393099102e-03,-9.115276372758980431e-04
-2.706931593360043131e+06,4.688726202298438177e+06,3.360432665754537098e+06,4.681717790629016385e-01,-1.669054811544363470e-01,7.256355487256371806e-02
-2.706928727356991265e+06,4.688709519696719013e+06,3.360431435392510612e+06,4.203619887317885384e-01,5.182025569155024325e-02,7.483797775416456410e-02
-2.706919924227403942e+06,4.688715224846574478e+06,3.360430070386979263e+06,2.784424044826142031e-01,2.422276899322418214e-02,3.655117758207994047e-03
-2.706938285832059104e+06,4.688709187883098610e+06,3.360430866032707505e+06,1.977830420509446574e-01,2.614902986979768251e-02,-6.002660144524901709e-02
-2.706918837017110549e+06,4.688718144444234669e+06,3.360427944521930069e+06,7.359397492213297365e-02,1.642158227468883819e-02,8.043147388714760870e-02
-2.706928517736592330e+06,4.688715847915089689e+06,3.360431051353196148e+06,6.883403803054088249e-03,-8.542898118087048631e-02,3.642870469908857101e-02
-2.706925360210824292e+06,4.688715173521848395e+06,3.360427091837019194e+06,-3.112590819772478867e-02,1.193558349983575712e-01,1.799160194818198374e-02
-2.706931254415965639e+06,4.688711259759617038e+06,3.360425274727010634e+06,2.298794236328900037e-02,1.939331271287403347e-01,-3.068151833255131772e-02
-2.706928808720706031e+06,4.688709773948508315e+06,3.360428882040845696e+06,1.474068393598903549e-02,2.143789844065264460e-01,-1.201600606724833459e-02
-2.706925456856518053e+06,4.688714240324961022e+06,3.360434901440320071e+06,4.644498364616963387e-02,3.798446470375033690e-01,1.692184817468197697e-02
-2.706931789363971911e+06,4.688716427185432054e+06,3.360429679903043900e+06,1.292528312262711948e-02,4.397797371724442295e-01,-1.027146232117014807e-02
-2.706919996655162424e+06,4.688704988164184615e+06,3.360436005995041225e+06,1.080153720627459978e-02,6.259294309484814134e-01,-1.178450862556045149e-02
-2.706916930204606615e+06,4.688704552911219187e+06,3.360419119947765023e+06,9.482739705684617090e-03,7.090626340320983489e-01,9.999286744144485206e-02
-2.706933071495687589e+06,4.688714997188261710e+06,3.360436896210358012e+06,2.799254645563861200e-03,7.731869874894574668e-01,2.417483194796292423e-02
-2.706925386787307914e+06,4.688716535493910313e+06,3.360427508968420327e+06,-5.028528006122326421e-02,8.706131993233244826e-01,-5.669301386059917569e-02
-2.706936561173839029e+06,4.688708825139828958e+06,3.360437711961292196e+06,-6.036969360872104437e-03,9.724742134521467962e-01,2.557751719769668641e-02
-2.706925171237655450e+06,4.688713313692810945e+06,3.360427123775986955e+06,2.581338307404296845e-02,1.105063501156243078e+00,8.212431162766309356e-02
-2.706929918439448811e+06,4.688705883452334441e+06,3.360427753892571200e+06,-2.824562717399180592e-02,1.198244997098925069e+00,3.224288415475316805e-02
-2.706926382112735882e+06,4.688714625487328507e+06,3.360420823830124456e+06,6.896556449934647393e-02,1.318384342316831104e+00,4.560893091131375948e-02
-2.706927538037870079e+06,4.688704418751868419e+06,3.360427042229504324e+06,-2.412893328983660088e-02,1.341965175554698408e+00,-2.432810019961906961e-02
-2.706926769555612933e+06,4.688703520569322631e+06,3.360442778168285266e+06,9.617959154119180842e-02,1.475346132706182534e+00,1.229369077734457777e-01
-2.706926709063870832e+06,4.688713713530755602e+06,3.360429452421717811e+06,5.437183977964826775e-02,1.523450670768905502e+00,-1.058111252020049742e-02
-2.706930261798316613e+06,4.688718833934868686e+06,3.360428334494718816e+06,1.116350415337711982e-01,1.678721770874023189e+00,-5.249509862860871068e-02
-2.706927470155437477e+06,4.688714846793599427e+06,3.360417786522493698e+06,3.939611015945063827e-02,1.781668798588325942e+00,-2.386288164853625840e-02
-2.706931523159349337e+06,4.688713101657133549e+06,3.360430091398391407e+06,3.288695493359502370e-02,1.854714320661270177e+00,1.316151727667289398e-02
-2.706920924626584630e+06,4.688715641064110212e+06,3.360437373354963958e+06,-6.718029518273117839e-02,1.988252784359207492e+00,1.139058334512596943e-01
-2.706924606228083838e+06,4.688711449877247214e+06,3.360425201845704112e+06,8.977769165726104394e-02,2.092914684739512143e+00,5.880284184449294238e-02
-2.706928175553320441e+06,4.688714932191659696e+06,3.360428301512631122e+06,-4.060754709724322120e-02,2.181397190243715478e+00,1.511732280570594056e-01
-2.706933753941872623e+06,4.688706645939092152e+06,3.360423444250458851e+06,-4.391849933220326463e-02,2.290537180729560252e+00,-3.150159382476313413e-02
-2.706925860153735150e+06,4.688712426518796012e+06,3.360433455742123537e+06,-8.353684800383806563e-02,2.408355308893652680e+00,-3.728638385395804250e-02
-2.706923870136484504e+06,4.688714399364321493e+06,3.360439057084075641e+06,-3.006851063869737939e-02,2.465536902929908347e+00,-5.299131615490241393e-02
-2.706932574208800681e+06,4.688724346091521904e+06,3.360420488368601538e+06,-6.379178267461320558e-03,2.596970964915143121e+00,1.368758120076858098e-01
-2.706936494672948029e+06,4.688714495665470138e+06,3.360428765491341241e+06,-4.556577073603240713e-02,2.694388386697583293e+00,-6.231294224909082052e-02
-2.706936982458521612e+06,4.688710450774421915e+06,3.360419177433086094e+06,-3.749266519524300373e-02,2.749327553420183534e+00,3.067568358689705399e-02
-2.706933179723184090e+06,4.688724770694151521e+06,3.360442057666826062e+06,-5.843231620530951048e-02,2.948015679659787835e+00,3.291089555131414962e-02
-2.706922210674136411e+06,4.688722682309030555e+06,3.360427844449654222e+06,3.335117306727380243e-02,3.061329807756502319e+00,-5.022928148324831699e-02
-2.706939211980974302e+06,4.688722687089837156e+06,3.360437904958738945e+06,3.061704579573970228e-02,3.139134088441330128e+00,3.537113700034346525e-02
-2.706926541933776345e+06,4.688725043705857359e+06,3.360437820052813739e+06,-3.524766150245352975e-02,3.196026632655488253e+00,6.550957434136145917e-03
-2.706927081889944151e+06,4.688714753631872125e+06,3.360424441800414119e+06,-3.536907358349510727e-02,3.290951741701821476e+00,1.559099990656665803e-02
-2.706925093671178911e+06,4.688719298623838462e+06,3.360448750899902079e+06,-4.850927115946872953e-02,3.460850261271842587e+00,3.253658902337164260e-02
-2.706928895238206722e+06,4.688719323806556873e+06,3.360432867492265068e+06,-7.127185650296773145e-02,3.503017303119069670e+00,5.832868819567996882e-02
-2.706928486721526831e+06,4.688716260297635570e+06,3.360430706249430776e+06,1.113425266080969173e-01,3.587121745093052816e+00,-4.640015059206947790e-02
-2.706929842929294333e+06,4.688716212904190645e+06,3.360420766755421180e+06,-6.626532927330164302e-02,3.573569326001312163e+00,-3.470954053563570646e-02
-2.706930658357771114e+06,4.688726651647293009e+06,3.360426643667703029e+06,-9.519147463894806621e-03,3.812172079944466052e+00,-2.654920380980586164e-02
-2.706922265203830320e+06,4.688716864334885031e+06,3.360437558530273847e+06,-6.913240577187533542e-02,3.818612418927407770e+00,-6.499959987214043444e-02
-2.706931109495984390e+06,4.688728013615391217e+06,3.360427842674263753e+06,1.258207499809513123e-02,3.965816292195542214e+00,-4.877973132086316221e-02
-2.706929256706378423e+06,4.688727073369393125e+06,3.360430674184134230e+06,-3.546792088662411441e-02,4.055144255767488382e+00,2.265791221768770347e-02
-2.706933367976519745e+06,4.688717811458968557e+06,3.360433017714640591e+06,5.765407782784438134e-03,4.117876690880361679e+00,1.368084265694307494e-02
-2.706926605278572068e+06,4.688726906831994653e+06,3.360433138653024100e+06,-9.705694247841092654e-04,4.319411375605050729e+00,4.865642723787346607e-02
-2.706931584914965555e+06,4.688718200697678141e+06,3.360443979344826192e+06,-8.668052763382205414e-04,4.455567604326576614e+00,-5.533166389930162243e-02
-2.706929634125639684e+06,4.688726329316112213e+06,3.360430095274965744e+06,-2.462614352574971077e-02,4.518713061503508932e+00,9.667995810836195469e-03
-2.706930681912051979e+06,4.688722845563626848e+06,3.360422365131615195e+06,-5.252696807825495834e-02,4.609030852557699731e+00,1.315179289543028096e-03
-2.706921147381715477e+06,4.688726437462217174e+06,3.360442761060601100e+06,-1.654097101371029485e-02,4.681845791053333095e+00,-9.049595153156782257e-02
-2.706931787814592943e+06,4.688717318876925856e+06,3.360429202241322491e+06,3.996096563908434034e-03,4.791784477272020837e+00,-9.443369734848531052e-03
-2.706926560842989478e+06,4.688716937773521058e+06,3.360444218373853713e+06,-5.513211552138822663e-02,4.927536639945993002e+00,-3.179062824162537382e-02
-2.706916683039031923e+06,4.688722614624469541e+06,3.360429645564191043e+06,3.973175157531882995e-02,4.966009321712300029e+00,-5.138407351918018728e-02
-2.706924547267274465e+06,4.688728360636149533e+06,3.360443708159761503e+06,5.225867585352592798e-02,5.133743433594515793e+00,9.000723336528192176e-02
-2.706926775866556913e+06,4.688730519089957699e+06,3.360433266240346711e+06,8.767850339849034974e-03,5.169769396075624357e+00,-1.577215178480354668e-02
-2.706936131130025722e+06,4.688726481544678099e+06,3.360443184380125720e+06,-5.071106507752168313e-02,5.336607053330665096e+00,3.805310222548845961e-02
-2.706925949793765321e+06,4.688731489183260128e+06,3.360433040280271322e+06,-5.119610861918799660e-02,5.466434676975482354e+00,1.157097772277812173e-02
-2.706925815916594584e+06,4.688721081671337597e+06,3.360436346068179701e+06,2.222413060412595232e-02,5.523355070237506048e+00,-2.460681531752583959e-02
-2.706929771775982808e+06,4.688727009624903090e+06,3.360429645949129947e+06,9.257575608893174254e-03,5.538972102083227433e+00,2.104606117854411484e-02
-2.706926912315552589e+06,4.688724718042747118e+06,3.360423340644825250e+06,7.637074993797937639e-02,5.712081018461133475e+00,-3.265884519997257207e-02
-2.706934341376578901e+06,4.688727097228564322e+06,3.360429805696760304e+06,4.491248264260747081e-02,5.832648925059049638e+00,-3.491693181187004863e-02
-2.706929771399086807e+06,4.688728002178795636e+06,3.360433568123980891e+06,2.079527954061156925e-02,5.850620506429138779e+00,-3.850335422667312824e-02
-2.706926746825346723e+06,4.688730485212629661e+06,3.360430329909265041e+06,-6.079911925935244099e-02,6.025432094169537400e+00,-4.655707915697761788e-03
-2.706929143179317936e+06,4.688735168592586182e+06,3.360440513839342631e+06,-2.606386158013018761e-02,6.013625180378291191e+00,4.254575631040208826e-03
-2.706922133943621535e+06,4.688725339827477932e+06,3.360427428068053443e+06,2.548461965691605283e-02,6.106858344494501267e+00,3.256571939860905540e-02
-2.706935386136458721e+06,4.688729265815179795e+06,3.360450289174039848e+06,-7.727802734916880585e-03,6.265375204604774595e+00,-9.325048539540374548e-02
-2.706934053489062469e+06,4.688742136868212372e+06,3.360428852735017426e+06,3.170023696866507970e-04,6.324927854577580888e+00,-5.269936500768114540e-02
-2.706930646063369233e+06,4.688743028914275579e+06,3.360441274021740537e+06,-4.404354943257599020e-02,6.497632943622715374e+00,1.821615430130084368e-02
-2.706928295950349886e+06,4.688739904993538745e+06,3.360423360720474273e+06,2.052312465055163709e-02,6.569583921636853674e+00,1.850986516622104769e-02
-2.706922547016211785e+06,4.688739452935839072e+06,3.360429206958923023e+06,-4.467818933045397678e-02,6.677529935470243316e+00,4.810355330349256470e-02
-2.706922650808473118e+06,4.688735753749882802e+06,3.360438533807663713e+06,-6.593566233518562136e-02,6.715124885716205583e+00,-9.204930719568903130e-02
-2.706931072156977840e+06,4.688738902393872850e+06,3.360431010324433446e+06,2.394051964772061711e-02,6.818623125578565869e+00,3.586701156947360442e-02
-2.706932874500295613e+06,4.688739074561262503e+06,3.360441113532741088e+06,-2.686563589648650885e-02,7.021388344301956685e+00,-3.181080828865517907e-02
-2.706930674802651163e+06,4.688734412431947887e+06,3.360437143461611588e+06,7.851955131898590012e-03,7.040559847972999385e+00,4.541554335356656064e-02
-2.706929354811773170e+06,4.688739528465899639e+06,3.360425967900482472e+06,7.002984089256358846e-02,7.185673858405668746e+00,5.582076803058894088e-02
-2.706934013746303972e+06,4.688742203238212503e+06,3.360437936965215020e+06,-3.685307379910756492e-02,7.353690074973593838e+00,8.787854951598237166e-03
-2.706933744191337377e+06,4.688729192969350144e+06,3.360425952611532528e+06,5.342659984400720957e-02,7.422982293104536389e+00,-1.185661838226353265e-02
