gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
-2.706901984172253404e+06,4.688853681508879177e+06,3.360569849506861996e+06,5.211666064767898376e+01,5.212918544592406533e+01,5.208835715159106883e+01
-2.706887423197961412e+06,4.688854371996348724e+06,3.360575843381014653e+06,5.313179921982915488e+01,5.309456984280885194e+01,5.313802546095407564e+01
-2.706875404435514938e+06,4.688852170784620568e+06,3.360575411603292916e+06,5.413173916328003088e+01,5.410499010063923464e+01,5.416973033019335304e+01
-2.706876354076904245e+06,4.688863816554217599e+06,3.360578776126499753e+06,5.506130395243341269e+01,5.500637245521710383e+01,5.508941051013801626e+01
-2.706863359763749409e+06,4.688864849390882999e+06,3.360582589625136461e+06,5.607704645977095481e+01,5.617283414636479932e+01,5.610683347636252449e+01
-2.706871873338746838e+06,4.688879954856160097e+06,3.360595576088335365e+06,5.716821501838241915e+01,5.720905713167330475e+01,5.706417022878466838e+01
-2.706859599225225858e+06,4.688880109296384268e+06,3.360597766184749082e+06,5.808104881766094962e+01,5.806201948117038825e+01,5.809473652597053928e+01
-2.706847346848566085e+06,4.688888398478846066e+06,3.360607828534744680e+06,5.911780860232128987e+01,5.910240306510237929e+01,5.912626786429656534e+01
-2.706848588212832343e+06,4.688895597998759709e+06,3.360619906734082848e+06,6.015634555489386770e+01,6.002848782444215203e+01,6.009279331643517708e+01
-2.706838394045487046e+06,4.688906187577000819e+06,3.360616358039644081e+06,6.104667583114137130e+01,6.108193349393762617e+01,6.112826011890111033e+01
-2.706834233955627307e+06,4.688898659595998004e+06,3.360621397140586749e+06,6.204509131276953582e+01,6.211060208797437809e+01,6.206410768577288906e+01
-2.706834719843095168e+06,4.688910935181611218e+06,3.360628124297865666e+06,6.308575493412998014e+01,6.313627163633051964e+01,6.306489305744603513e+01
-2.706828455247111153e+06,4.688921699022871442e+06,3.360634143306047656e+06,6.402959867534370630e+01,6.415215514056679069e+01,6.416408322552318566e+01
-2.706810103975830134e+06,4.688925149560150690e+06,3.360649987521039788e+06,6.505723943488747807e+01,6.514529666732967428e+01,6.507951222859870199e+01
-2.706816692926829215e+06,4.688923789684905671e+06,3.360671174687484279e+06,6.610978296027168710e+01,6.617085009250747873e+01,6.612623233199120421e+01
-2.706791431016017217e+06,4.688934164487806149e+06,3.360662839215309825e+06,6.711531376538417248e+01,6.708430295953959899e+01,6.700992969615447237e+01
-2.706795721990304068e+06,4.688940046231985092e+06,3.360656243518010247e+06,6.816861957541259187e+01,6.808054928574341602e+01,6.809626042175369776e+01
-2.706788643332991749e+06,4.688947623065786436e+06,3.360677753486397676e+06,6.912121346491406371e+01,6.913485316102361367e+01,6.908113252671924442e+01
-2.706788577617486473e+06,4.688950405876027420e+06,3.360675432973552495e+06,7.016877461904348934e+01,7.011520758788233820e+01,7.001327645983789694e+01
-2.706776468969738577e+06,4.688962094308274798e+06,3.360694107983794063e+06,7.115785512484853825e+01,7.115445636584836109e+01,7.103651037115110967e+01
-2.706766714921842795e+06,4.688975517198169604e+06,3.360690771608031355e+06,7.208715051248667294e+01,7.212512134733837854e+01,7.216263875227348024e+01
-2.706759939428159967e+06,4.688980670124943368e+06,3.360701216459131334e+06,7.302676175642470469e+01,7.308320264381261211e+01,7.303780080441532618e+01
-2.706753746088861488e+06,4.688986675378309563e+06,3.360715842350732535e+06,7.411152850067441022e+01,7.416469206975627060e+01,7.409870453761102738e+01
-2.706744688044118229e+06,4.688992969773857854e+06,3.360704690479166806e+06,7.508817972713372058e+01,7.512508504467331250e+01,7.515208011886424799e+01
-2.706730871028967202e+06,4.688991949137394316e+06,3.360710620829748455e+06,7.609474345870775380e+01,7.607043477538647380e+01,7.618738755976740151e+01
-2.706719176414101850e+06,4.689005704420489259e+06,3.360723456384240184e+06,7.712929927107779804e+01,7.713214578634861596e+01,7.705397201093944659e+01
-2.706712948859857395e+06,4.689023339269332588e+06,3.360747653269675095e+06,7.813583227252730978e+01,7.805090294361752967e+01,7.814739613510947436e+01
-2.706710476284200326e+06,4.689024717612134293e+06,3.360746403634137474e+06,7.918363926125769581e+01,7.911840640026956351e+01,7.904448297070933904e+01
-2.706708205649536569e+06,4.689028524385264143e+06,3.360750228484570980e+06,8.010928947886802121e+01,8.012677504107601578e+01,8.009235832852978376e+01
-2.706698641225900035e+06,4.689043208964448422e+06,3.360762411227599718e+06,8.114698078689004035e+01,8.103308360921104736e+01,8.110589414569230371e+01
-2.706689741092774551e+06,4.689039037823150866e+06,3.360767254393733107e+06,8.212808959962869437e+01,8.200853755363714015e+01,8.209063318564417955e+01
-2.706684805042444263e+06,4.689066682967346162e+06,3.360765372027638368e+06,8.318609490520918825e+01,8.313649759245917892e+01,8.309361233813390868e+01
-2.706670775801879354e+06,4.689056187536016107e+06,3.360795322849395685e+06,8.410516032285190136e+01,8.418943049135535261e+01,8.411990135874529528e+01
-2.706672559399147052e+06,4.689069095180707052e+06,3.360795569501064252e+06,8.500366625106477159e+01,8.504794569435267704e+01,8.519928772881870316e+01
-2.706654592368343379e+06,4.689071241107702255e+06,3.360800693703337107e+06,8.610661912594632383e+01,8.609834825623322274e+01,8.605408691222815776e+01
-2.706662058157516178e+06,4.689087517522533424e+06,3.360811548537697177e+06,8.708131155784886346e+01,8.713279861486300604e+01,8.702104789924511863e+01
-2.706635674607592169e+06,4.689098551849281415e+06,3.360814750707456376e+06,8.803416814959895476e+01,8.815484295332323939e+01,8.800137093955339651e+01
-2.706628455025608651e+06,4.689111278896720149e+06,3.360836035653241910e+06,8.902448100128754049e+01,8.918894427108675416e+01,8.916301898600579534e+01
-2.706625336951623205e+06,4.689124284551442601e+06,3.360839584684251808e+06,9.008986529136279842e+01,9.014035256480661928e+01,9.001993848401492926e+01
-2.706620640837244689e+06,4.689126086382986978e+06,3.360855240571699105e+06,9.112255773089837874e+01,9.096721645075491836e+01,9.107495316747420588e+01
-2.706596140652833506e+06,4.689126280763525516e+06,3.360851552432426717e+06,9.206766588352827796e+01,9.215630608190473083e+01,9.210385115969594949e+01
-2.706586232665129006e+06,4.689151988645179197e+06,3.360877956082738936e+06,9.310376879627555979e+01,9.323008524622775894e+01,9.303337844158467362e+01
-2.706588731919159647e+06,4.689158574542238377e+06,3.360890877396796364e+06,9.416054257416348605e+01,9.394515858235909889e+01,9.413992529261876996e+01
-2.706580216352539603e+06,4.689162826679873280e+06,3.360896789691408165e+06,9.504168300935546654e+01,9.505170925442826046e+01,9.505065848611967283e+01
-2.706570778231190983e+06,4.689176725567837246e+06,3.360898738156666048e+06,9.620195128449373101e+01,9.614040106058986623e+01,9.618494927734354860e+01
-2.706560246868465561e+06,4.689179727999585681e+06,3.360901368502417114e+06,9.709065105347244184e+01,9.713898352139193548e+01,9.705129658951899785e+01
-2.706545277820184827e+06,4.689203611792080104e+06,3.360907310910028871e+06,9.817722450632288655e+01,9.810412539121406894e+01,9.813860662732081153e+01
