ref_pos_x,ref_pos_y,ref_pos_z
-2.706961536755523179e+06,4.688779528664515354e+06,3.360499007122325711e+06
-2.706961168755522929e+06,4.688779896664515138e+06,3.360499375122325961e+06
-2.706960799755522981e+06,4.688780265664515086e+06,3.360499744122325908e+06
-2.706960429755522870e+06,4.688780635664515197e+06,3.360500114122326020e+06
-2.706960058755523060e+06,4.688781006664515473e+06,3.360500485122325830e+06
-2.706959686755523086e+06,4.688781378664515913e+06,3.360500857122325804e+06
-2.706959313755522948e+06,4.688781751664515585e+06,3.360501230122325942e+06
-2.706958939755523112e+06,4.688782125664515421e+06,3.360501604122325778e+06
-2.706958564755523112e+06,4.688782500664515421e+06,3.360501979122325778e+06
-2.706958188755522948e+06,4.688782876664515585e+06,3.360502355122325942e+06
-2.706957811755523086e+06,4.688783253664515913e+06,3.360502732122325804e+06
-2.706957433755523060e+06,4.688783631664515473e+06,3.360503110122325830e+06
-2.706957054755522870e+06,4.688784010664515197e+06,3.360503489122326020e+06
-2.706956674755522981e+06,4.688784390664515086e+06,3.360503869122325908e+06
-2.706956293755522929e+06,4.688784771664515138e+06,3.360504250122325961e+06
-2.706955911755523179e+06,4.688785153664515354e+06,3.360504632122325711e+06
-2.706955528755523264e+06,4.688785536664515734e+06,3.360505015122325625e+06
-2.706955144755523186e+06,4.688785920664515346e+06,3.360505399122325704e+06
-2.706954759755522944e+06,4.688786305664515123e+06,3.360505784122325946e+06
-2.706954373755523004e+06,4.688786691664515063e+06,3.360506170122325886e+06
-2.706953986755522899e+06,4.688787078664515167e+06,3.360506557122325990e+06
-2.706953598755523097e+06,4.688787466664515436e+06,3.360506945122325793e+06
-2.706953209755523130e+06,4.688787855664515868e+06,3.360507334122325759e+06
-2.706952819755523000e+06,4.688788245664515533e+06,3.360507724122325890e+06
-2.706952428755523171e+06,4.688788636664515361e+06,3.360508115122325718e+06
-2.706952036755523179e+06,4.688789028664515354e+06,3.360508507122325711e+06
-2.706951643755523022e+06,4.688789421664515510e+06,3.360508900122325867e+06
-2.706951249755523168e+06,4.688789815664515831e+06,3.360509294122325722e+06
-2.706950854755523149e+06,4.688790210664515384e+06,3.360509689122325741e+06
-2.706950458755522966e+06,4.688790606664515100e+06,3.360510085122325923e+06
-2.706950061755523086e+06,4.688791003664515913e+06,3.360510482122325804e+06
-2.706949663755523041e+06,4.688791401664515957e+06,3.360510880122325849e+06
-2.706949264755522832e+06,4.688791800664515235e+06,3.360511279122326057e+06
-2.706948864755522925e+06,4.688792200664515607e+06,3.360511679122325964e+06
-2.706948463755522855e+06,4.688792601664515212e+06,3.360512080122326035e+06
-2.706948061755523086e+06,4.688793003664515913e+06,3.360512482122325804e+06
-2.706947658755523153e+06,4.688793406664515845e+06,3.360512885122325737e+06
-2.706947254755523056e+06,4.688793810664515942e+06,3.360513289122325834e+06
-2.706946849755523261e+06,4.688794215664515272e+06,3.360513694122325629e+06
-2.706946443755522836e+06,4.688794621664515696e+06,3.360514100122326054e+06
-2.706946036755523179e+06,4.688795028664515354e+06,3.360514507122325711e+06
-2.706945628755522892e+06,4.688795436664515175e+06,3.360514915122325998e+06
-2.706945219755522907e+06,4.688795845664515160e+06,3.360515324122325983e+06
-2.706944809755523223e+06,4.688796255664515309e+06,3.360515734122325666e+06
-2.706944398755522911e+06,4.688796666664515622e+06,3.360516145122325979e+06
-2.706943986755522899e+06,4.688797078664515167e+06,3.360516557122325990e+06
-2.706943573755523190e+06,4.688797491664515808e+06,3.360516970122325700e+06
-2.706943159755522851e+06,4.688797905664515682e+06,3.360517384122326039e+06
-2.706942744755522814e+06,4.688798320664515719e+06,3.360517799122326076e+06
-2.706942328755523078e+06,4.688798736664515920e+06,3.360518215122325812e+06
-2.706941911755523179e+06,4.688799153664515354e+06,3.360518632122325711e+06
-2.706941493755523115e+06,4.688799571664515883e+06,3.360519050122325774e+06
-2.706941074755522888e+06,4.688799990664515644e+06,3.360519469122326002e+06
-2.706940654755522963e+06,4.688800410664515570e+06,3.360519889122325927e+06
-2.706940233755522873e+06,4.688800831664515659e+06,3.360520310122326016e+06
-2.706939811755523086e+06,4.688801253664515913e+06,3.360520732122325804e+06
-2.706939388755523134e+06,4.688801676664515398e+06,3.360521155122325756e+06
-2.706938964755523019e+06,4.688802100664515048e+06,3.360521579122325871e+06
-2.706938539755523205e+06,4.688802525664515793e+06,3.360522004122325685e+06
-2.706938113755523227e+06,4.688802951664515771e+06,3.360522430122325663e+06
-2.706937686755523086e+06,4.688803378664515913e+06,3.360522857122325804e+06
-2.706937258755523246e+06,4.688803806664515287e+06,3.360523285122325644e+06
-2.706936829755523242e+06,4.688804235664515756e+06,3.360523714122325648e+06
-2.706936399755523074e+06,4.688804665664515458e+06,3.360524144122325815e+06
-2.706935968755523209e+06,4.688805096664515324e+06,3.360524575122325681e+06
-2.706935536755523179e+06,4.688805528664515354e+06,3.360525007122325711e+06
-2.706935103755522985e+06,4.688805961664515547e+06,3.360525440122325905e+06
-2.706934669755523093e+06,4.688806395664515905e+06,3.360525874122325797e+06
-2.706934234755523037e+06,4.688806830664515495e+06,3.360526309122325853e+06
-2.706933798755522817e+06,4.688807266664515249e+06,3.360526745122326072e+06
-2.706933361755522899e+06,4.688807703664515167e+06,3.360527182122325990e+06
-2.706932923755522817e+06,4.688808141664515249e+06,3.360527620122326072e+06
-2.706932484755523037e+06,4.688808580664515495e+06,3.360528059122325853e+06
-2.706932044755523093e+06,4.688809020664515905e+06,3.360528499122325797e+06
-2.706931603755522985e+06,4.688809461664515547e+06,3.360528940122325905e+06
-2.706931161755523179e+06,4.688809903664515354e+06,3.360529382122325711e+06
-2.706930718755523209e+06,4.688810346664515324e+06,3.360529825122325681e+06
-2.706930274755523074e+06,4.688810790664515458e+06,3.360530269122325815e+06
-2.706929829755523242e+06,4.688811235664515756e+06,3.360530714122325648e+06
-2.706929383755523246e+06,4.688811681664515287e+06,3.360531160122325644e+06
-2.706928936755523086e+06,4.688812128664515913e+06,3.360531607122325804e+06
-2.706928488755523227e+06,4.688812576664515771e+06,3.360532055122325663e+06
-2.706928039755523205e+06,4.688813025664515793e+06,3.360532504122325685e+06
-2.706927589755523019e+06,4.688813475664515048e+06,3.360532954122325871e+06
-2.706927138755523134e+06,4.688813926664515398e+06,3.360533405122325756e+06
-2.706926686755523086e+06,4.688814378664515913e+06,3.360533857122325804e+06
-2.706926233755522873e+06,4.688814831664515659e+06,3.360534310122326016e+06
-2.706925779755522963e+06,4.688815285664515570e+06,3.360534764122325927e+06
-2.706925324755522888e+06,4.688815740664515644e+06,3.360535219122326002e+06
-2.706924868755523115e+06,4.688816196664515883e+06,3.360535675122325774e+06
-2.706924411755523179e+06,4.688816653664515354e+06,3.360536132122325711e+06
-2.706923953755523078e+06,4.688817111664515920e+06,3.360536590122325812e+06
-2.706923494755522814e+06,4.688817570664515719e+06,3.360537049122326076e+06
-2.706923034755522851e+06,4.688818030664515682e+06,3.360537509122326039e+06
-2.706922573755523190e+06,4.688818491664515808e+06,3.360537970122325700e+06
-2.706922111755522899e+06,4.688818953664515167e+06,3.360538432122325990e+06
-2.706921648755522911e+06,4.688819416664515622e+06,3.360538895122325979e+06
-2.706921184755523223e+06,4.688819880664515309e+06,3.360539359122325666e+06
-2.706920719755522907e+06,4.688820345664515160e+06,3.360539824122325983e+06
-2.706920253755522892e+06,4.688820811664515175e+06,3.360540290122325998e+06
-2.706919786755523179e+06,4.688821278664515354e+06,3.360540757122325711e+06
-2.706919318755522836e+06,4.688821746664515696e+06,3.360541225122326054e+06
-2.706918849755523261e+06,4.688822215664515272e+06,3.360541694122325629e+06
-2.706918379755523056e+06,4.688822685664515942e+06,3.360542164122325834e+06
-2.706917908755523153e+06,4.688823156664515845e+06,3.360542635122325737e+06
-2.706917436755523086e+06,4.688823628664515913e+06,3.360543107122325804e+06
-2.706916963755522855e+06,4.688824101664515212e+06,3.360543580122326035e+06
-2.706916489755522925e+06,4.688824575664515607e+06,3.360544054122325964e+06
-2.706916014755522832e+06,4.688825050664515235e+06,3.360544529122326057e+06
-2.706915538755523041e+06,4.688825526664515957e+06,3.360545005122325849e+06
-2.706915061755523086e+06,4.688826003664515913e+06,3.360545482122325804e+06
-2.706914583755522966e+06,4.688826481664515100e+06,3.360545960122325923e+06
-2.706914104755523149e+06,4.688826960664515384e+06,3.360546439122325741e+06
-2.706913624755523168e+06,4.688827440664515831e+06,3.360546919122325722e+06
-2.706913143755523022e+06,4.688827921664515510e+06,3.360547400122325867e+06
-2.706912661755523179e+06,4.688828403664515354e+06,3.360547882122325711e+06
-2.706912178755523171e+06,4.688828886664515361e+06,3.360548365122325718e+06
-2.706911694755523000e+06,4.688829370664515533e+06,3.360548849122325890e+06
-2.706911209755523130e+06,4.688829855664515868e+06,3.360549334122325759e+06
-2.706910723755523097e+06,4.688830341664515436e+06,3.360549820122325793e+06
-2.706910236755522899e+06,4.688830828664515167e+06,3.360550307122325990e+06
-2.706909748755523004e+06,4.688831316664515063e+06,3.360550795122325886e+06
-2.706909259755522944e+06,4.688831805664515123e+06,3.360551284122325946e+06
-2.706908769755523186e+06,4.688832295664515346e+06,3.360551774122325704e+06
-2.706908278755523264e+06,4.688832786664515734e+06,3.360552265122325625e+06
-2.706907786755523179e+06,4.688833278664515354e+06,3.360552757122325711e+06
-2.706907293755522929e+06,4.688833771664515138e+06,3.360553250122325961e+06
-2.706906799755522981e+06,4.688834265664515086e+06,3.360553744122325908e+06
-2.706906304755522870e+06,4.688834760664515197e+06,3.360554239122326020e+06
-2.706905808755523060e+06,4.688835256664515473e+06,3.360554735122325830e+06
-2.706905311755523086e+06,4.688835753664515913e+06,3.360555232122325804e+06
-2.706904813755522948e+06,4.688836251664515585e+06,3.360555730122325942e+06
-2.706904314755523112e+06,4.688836750664515421e+06,3.360556229122325778e+06
-2.706903814755523112e+06,4.688837250664515421e+06,3.360556729122325778e+06
-2.706903313755522948e+06,4.688837751664515585e+06,3.360557230122325942e+06
-2.706902811755523086e+06,4.688838253664515913e+06,3.360557732122325804e+06
-2.706902308755523060e+06,4.688838756664515473e+06,3.360558235122325830e+06
-2.706901804755522870e+06,4.688839260664515197e+06,3.360558739122326020e+06
-2.706901299755522981e+06,4.688839765664515086e+06,3.360559244122325908e+06
-2.706900793755522929e+06,4.688840271664515138e+06,3.360559750122325961e+06
-2.706900286755523179e+06,4.688840778664515354e+06,3.360560257122325711e+06
-2.706899778755523264e+06,4.688841286664515734e+06,3.360560765122325625e+06
-2.706899269755523186e+06,4.688841795664515346e+06,3.360561274122325704e+06
-2.706898759755522944e+06,4.688842305664515123e+06,3.360561784122325946e+06
-2.706898248755523004e+06,4.688842816664515063e+06,3.360562295122325886e+06
-2.706897736755522899e+06,4.688843328664515167e+06,3.360562807122325990e+06
-2.706897223755523097e+06,4.688843841664515436e+06,3.360563320122325793e+06
-2.706896709755523130e+06,4.688844355664515868e+06,3.360563834122325759e+06
-2.706896194755523000e+06,4.688844870664515533e+06,3.360564349122325890e+06
-2.706895678755523171e+06,4.688845386664515361e+06,3.360564865122325718e+06
-2.706895161755523179e+06,4.688845903664515354e+06,3.360565382122325711e+06
-2.706894643755523022e+06,4.688846421664515510e+06,3.360565900122325867e+06
-2.706894124755523168e+06,4.688846940664515831e+06,3.360566419122325722e+06
-2.706893604755523149e+06,4.688847460664515384e+06,3.360566939122325741e+06
-2.706893083755522966e+06,4.688847981664515100e+06,3.360567460122325923e+06
-2.706892561755523086e+06,4.688848503664515913e+06,3.360567982122325804e+06
-2.706892038755523041e+06,4.688849026664515957e+06,3.360568505122325849e+06
-2.706891514755522832e+06,4.688849550664515235e+06,3.360569029122326057e+06
-2.706890989755522925e+06,4.688850075664515607e+06,3.360569554122325964e+06
-2.706890463755522855e+06,4.688850601664515212e+06,3.360570080122326035e+06
-2.706889936755523086e+06,4.688851128664515913e+06,3.360570607122325804e+06
-2.706889408755523153e+06,4.688851656664515845e+06,3.360571135122325737e+06
-2.706888879755523056e+06,4.688852185664515942e+06,3.360571664122325834e+06
-2.706888349755523261e+06,4.688852715664515272e+06,3.360572194122325629e+06
-2.706887818755522836e+06,4.688853246664515696e+06,3.360572725122326054e+06
-2.706887286755523179e+06,4.688853778664515354e+06,3.360573257122325711e+06
-2.706886753755522892e+06,4.688854311664515175e+06,3.360573790122325998e+06
-2.706886219755522907e+06,4.688854845664515160e+06,3.360574324122325983e+06
-2.706885684755523223e+06,4.688855380664515309e+06,3.360574859122325666e+06
-2.706885148755522911e+06,4.688855916664515622e+06,3.360575395122325979e+06
-2.706884611755522899e+06,4.688856453664515167e+06,3.360575932122325990e+06
-2.706884073755523190e+06,4.688856991664515808e+06,3.360576470122325700e+06
-2.706883534755522851e+06,4.688857530664515682e+06,3.360577009122326039e+06
-2.706882994755522814e+06,4.688858070664515719e+06,3.360577549122326076e+06
-2.706882453755523078e+06,4.688858611664515920e+06,3.360578090122325812e+06
-2.706881911755523179e+06,4.688859153664515354e+06,3.360578632122325711e+06
-2.706881368755523115e+06,4.688859696664515883e+06,3.360579175122325774e+06
-2.706880824755522888e+06,4.688860240664515644e+06,3.360579719122326002e+06
-2.706880279755522963e+06,4.688860785664515570e+06,3.360580264122325927e+06
-2.706879733755522873e+06,4.688861331664515659e+06,3.360580810122326016e+06
-2.706879186755523086e+06,4.688861878664515913e+06,3.360581357122325804e+06
-2.706878638755523134e+06,4.688862426664515398e+06,3.360581905122325756e+06
-2.706878089755523019e+06,4.688862975664515048e+06,3.360582454122325871e+06
-2.706877539755523205e+06,4.688863525664515793e+06,3.360583004122325685e+06
-2.706876988755523227e+06,4.688864076664515771e+06,3.360583555122325663e+06
-2.706876436755523086e+06,4.688864628664515913e+06,3.360584107122325804e+06
-2.706875883755523246e+06,4.688865181664515287e+06,3.360584660122325644e+06
-2.706875329755523242e+06,4.688865735664515756e+06,3.360585214122325648e+06
-2.706874774755523074e+06,4.688866290664515458e+06,3.360585769122325815e+06
-2.706874218755523209e+06,4.688866846664515324e+06,3.360586325122325681e+06
-2.706873661755523179e+06,4.688867403664515354e+06,3.360586882122325711e+06
-2.706873103755522985e+06,4.688867961664515547e+06,3.360587440122325905e+06
-2.706872544755523093e+06,4.688868520664515905e+06,3.360587999122325797e+06
-2.706871984755523037e+06,4.688869080664515495e+06,3.360588559122325853e+06
-2.706871423755522817e+06,4.688869641664515249e+06,3.360589120122326072e+06
-2.706870861755522899e+06,4.688870203664515167e+06,3.360589682122325990e+06
-2.706870298755522817e+06,4.688870766664515249e+06,3.360590245122326072e+06
-2.706869734755523037e+06,4.688871330664515495e+06,3.360590809122325853e+06
-2.706869169755523093e+06,4.688871895664515905e+06,3.360591374122325797e+06
-2.706868603755522985e+06,4.688872461664515547e+06,3.360591940122325905e+06
-2.706868036755523179e+06,4.688873028664515354e+06,3.360592507122325711e+06
-2.706867468755523209e+06,4.688873596664515324e+06,3.360593075122325681e+06
-2.706866899755523074e+06,4.688874165664515458e+06,3.360593644122325815e+06
-2.706866329755523242e+06,4.688874735664515756e+06,3.360594214122325648e+06
-2.706865758755523246e+06,4.688875306664515287e+06,3.360594785122325644e+06
-2.706865186755523086e+06,4.688875878664515913e+06,3.360595357122325804e+06
-2.706864613755523227e+06,4.688876451664515771e+06,3.360595930122325663e+06
-2.706864039755523205e+06,4.688877025664515793e+06,3.360596504122325685e+06
-2.706863464755523019e+06,4.688877600664515048e+06,3.360597079122325871e+06
-2.706862888755523134e+06,4.688878176664515398e+06,3.360597655122325756e+06
-2.706862311755523086e+06,4.688878753664515913e+06,3.360598232122325804e+06
-2.706861733755522873e+06,4.688879331664515659e+06,3.360598810122326016e+06
-2.706861154755522963e+06,4.688879910664515570e+06,3.360599389122325927e+06
-2.706860574755522888e+06,4.688880490664515644e+06,3.360599969122326002e+06
-2.706859993755523115e+06,4.688881071664515883e+06,3.360600550122325774e+06
-2.706859411755523179e+06,4.688881653664515354e+06,3.360601132122325711e+06
-2.706858828755523078e+06,4.688882236664515920e+06,3.360601715122325812e+06
-2.706858244755522814e+06,4.688882820664515719e+06,3.360602299122326076e+06
-2.706857659755522851e+06,4.688883405664515682e+06,3.360602884122326039e+06
-2.706857073755523190e+06,4.688883991664515808e+06,3.360603470122325700e+06
-2.706856486755522899e+06,4.688884578664515167e+06,3.360604057122325990e+06
-2.706855898755522911e+06,4.688885166664515622e+06,3.360604645122325979e+06
-2.706855309755523223e+06,4.688885755664515309e+06,3.360605234122325666e+06
-2.706854719755522907e+06,4.688886345664515160e+06,3.360605824122325983e+06
-2.706854128755522892e+06,4.688886936664515175e+06,3.360606415122325998e+06
-2.706853536755523179e+06,4.688887528664515354e+06,3.360607007122325711e+06
-2.706852943755522836e+06,4.688888121664515696e+06,3.360607600122326054e+06
-2.706852349755523261e+06,4.688888715664515272e+06,3.360608194122325629e+06
-2.706851754755523056e+06,4.688889310664515942e+06,3.360608789122325834e+06
-2.706851158755523153e+06,4.688889906664515845e+06,3.360609385122325737e+06
-2.706850561755523086e+06,4.688890503664515913e+06,3.360609982122325804e+06
-2.706849963755522855e+06,4.688891101664515212e+06,3.360610580122326035e+06
-2.706849364755522925e+06,4.688891700664515607e+06,3.360611179122325964e+06
-2.706848764755522832e+06,4.688892300664515235e+06,3.360611779122326057e+06
-2.706848163755523041e+06,4.688892901664515957e+06,3.360612380122325849e+06
-2.706847561755523086e+06,4.688893503664515913e+06,3.360612982122325804e+06
-2.706846958755522966e+06,4.688894106664515100e+06,3.360613585122325923e+06
-2.706846354755523149e+06,4.688894710664515384e+06,3.360614189122325741e+06
-2.706845749755523168e+06,4.688895315664515831e+06,3.360614794122325722e+06
-2.706845143755523022e+06,4.688895921664515510e+06,3.360615400122325867e+06
-2.706844536755523179e+06,4.688896528664515354e+06,3.360616007122325711e+06
-2.706843928755523171e+06,4.688897136664515361e+06,3.360616615122325718e+06
-2.706843319755523000e+06,4.688897745664515533e+06,3.360617224122325890e+06
-2.706842709755523130e+06,4.688898355664515868e+06,3.360617834122325759e+06
-2.706842098755523097e+06,4.688898966664515436e+06,3.360618445122325793e+06
-2.706841486755522899e+06,4.688899578664515167e+06,3.360619057122325990e+06
-2.706840873755523004e+06,4.688900191664515063e+06,3.360619670122325886e+06
-2.706840259755522944e+06,4.688900805664515123e+06,3.360620284122325946e+06
-2.706839644755523186e+06,4.688901420664515346e+06,3.360620899122325704e+06
-2.706839028755523264e+06,4.688902036664515734e+06,3.360621515122325625e+06
-2.706838411755523179e+06,4.688902653664515354e+06,3.360622132122325711e+06
-2.706837793755522929e+06,4.688903271664515138e+06,3.360622750122325961e+06
-2.706837174755522981e+06,4.688903890664515086e+06,3.360623369122325908e+06
-2.706836554755522870e+06,4.688904510664515197e+06,3.360623989122326020e+06
-2.706835933755523060e+06,4.688905131664515473e+06,3.360624610122325830e+06
-2.706835311755523086e+06,4.688905753664515913e+06,3.360625232122325804e+06
-2.706834688755522948e+06,4.688906376664515585e+06,3.360625855122325942e+06
-2.706834064755523112e+06,4.688907000664515421e+06,3.360626479122325778e+06
-2.706833439755523112e+06,4.688907625664515421e+06,3.360627104122325778e+06
-2.706832813755522948e+06,4.688908251664515585e+06,3.360627730122325942e+06
-2.706832186755523086e+06,4.688908878664515913e+06,3.360628357122325804e+06
-2.706831558755523060e+06,4.688909506664515473e+06,3.360628985122325830e+06
-2.706830929755522870e+06,4.688910135664515197e+06,3.360629614122326020e+06
-2.706830299755522981e+06,4.688910765664515086e+06,3.360630244122325908e+06
-2.706829668755522929e+06,4.688911396664515138e+06,3.360630875122325961e+06
-2.706829036755523179e+06,4.688912028664515354e+06,3.360631507122325711e+06
-2.706828403755523264e+06,4.688912661664515734e+06,3.360632140122325625e+06
-2.706827769755523186e+06,4.688913295664515346e+06,3.360632774122325704e+06
-2.706827134755522944e+06,4.688913930664515123e+06,3.360633409122325946e+06
-2.706826498755523004e+06,4.688914566664515063e+06,3.360634045122325886e+06
-2.706825861755522899e+06,4.688915203664515167e+06,3.360634682122325990e+06
-2.706825223755523097e+06,4.688915841664515436e+06,3.360635320122325793e+06
-2.706824584755523130e+06,4.688916480664515868e+06,3.360635959122325759e+06
-2.706823944755523000e+06,4.688917120664515533e+06,3.360636599122325890e+06
-2.706823303755523171e+06,4.688917761664515361e+06,3.360637240122325718e+06
-2.706822661755523179e+06,4.688918403664515354e+06,3.360637882122325711e+06
-2.706822018755523022e+06,4.688919046664515510e+06,3.360638525122325867e+06
-2.706821374755523168e+06,4.688919690664515831e+06,3.360639169122325722e+06
-2.706820729755523149e+06,4.688920335664515384e+06,3.360639814122325741e+06
-2.706820083755522966e+06,4.688920981664515100e+06,3.360640460122325923e+06
-2.706819436755523086e+06,4.688921628664515913e+06,3.360641107122325804e+06
-2.706818788755523041e+06,4.688922276664515957e+06,3.360641755122325849e+06
-2.706818139755522832e+06,4.688922925664515235e+06,3.360642404122326057e+06
-2.706817489755522925e+06,4.688923575664515607e+06,3.360643054122325964e+06
-2.706816838755522855e+06,4.688924226664515212e+06,3.360643705122326035e+06
-2.706816186755523086e+06,4.688924878664515913e+06,3.360644357122325804e+06
-2.706815533755523153e+06,4.688925531664515845e+06,3.360645010122325737e+06
-2.706814879755523056e+06,4.688926185664515942e+06,3.360645664122325834e+06
-2.706814224755523261e+06,4.688926840664515272e+06,3.360646319122325629e+06
-2.706813568755522836e+06,4.688927496664515696e+06,3.360646975122326054e+06
-2.706812911755523179e+06,4.688928153664515354e+06,3.360647632122325711e+06
-2.706812253755522892e+06,4.688928811664515175e+06,3.360648290122325998e+06
-2.706811594755522907e+06,4.688929470664515160e+06,3.360648949122325983e+06
-2.706810934755523223e+06,4.688930130664515309e+06,3.360649609122325666e+06
-2.706810273755522911e+06,4.688930791664515622e+06,3.360650270122325979e+06
-2.706809611755522899e+06,4.688931453664515167e+06,3.360650932122325990e+06
-2.706808948755523190e+06,4.688932116664515808e+06,3.360651595122325700e+06
-2.706808284755522851e+06,4.688932780664515682e+06,3.360652259122326039e+06
-2.706807619755522814e+06,4.688933445664515719e+06,3.360652924122326076e+06
-2.706806953755523078e+06,4.688934111664515920e+06,3.360653590122325812e+06
-2.706806286755523179e+06,4.688934778664515354e+06,3.360654257122325711e+06
-2.706805618755523115e+06,4.688935446664515883e+06,3.360654925122325774e+06
-2.706804949755522888e+06,4.688936115664515644e+06,3.360655594122326002e+06
-2.706804279755522963e+06,4.688936785664515570e+06,3.360656264122325927e+06
-2.706803608755522873e+06,4.688937456664515659e+06,3.360656935122326016e+06
-2.706802936755523086e+06,4.688938128664515913e+06,3.360657607122325804e+06
-2.706802263755523134e+06,4.688938801664515398e+06,3.360658280122325756e+06
-2.706801589755523019e+06,4.688939475664515048e+06,3.360658954122325871e+06
-2.706800914755523205e+06,4.688940150664515793e+06,3.360659629122325685e+06
-2.706800238755523227e+06,4.688940826664515771e+06,3.360660305122325663e+06
-2.706799561755523086e+06,4.688941503664515913e+06,3.360660982122325804e+06
-2.706798883755523246e+06,4.688942181664515287e+06,3.360661660122325644e+06
-2.706798204755523242e+06,4.688942860664515756e+06,3.360662339122325648e+06
-2.706797524755523074e+06,4.688943540664515458e+06,3.360663019122325815e+06
-2.706796843755523209e+06,4.688944221664515324e+06,3.360663700122325681e+06
-2.706796161755523179e+06,4.688944903664515354e+06,3.360664382122325711e+06
-2.706795478755522985e+06,4.688945586664515547e+06,3.360665065122325905e+06
-2.706794794755523093e+06,4.688946270664515905e+06,3.360665749122325797e+06
-2.706794109755523037e+06,4.688946955664515495e+06,3.360666434122325853e+06
-2.706793423755522817e+06,4.688947641664515249e+06,3.360667120122326072e+06
-2.706792736755522899e+06,4.688948328664515167e+06,3.360667807122325990e+06
-2.706792048755522817e+06,4.688949016664515249e+06,3.360668495122326072e+06
-2.706791359755523037e+06,4.688949705664515495e+06,3.360669184122325853e+06
-2.706790669755523093e+06,4.688950395664515905e+06,3.360669874122325797e+06
-2.706789978755522985e+06,4.688951086664515547e+06,3.360670565122325905e+06
-2.706789286755523179e+06,4.688951778664515354e+06,3.360671257122325711e+06
-2.706788593755523209e+06,4.688952471664515324e+06,3.360671950122325681e+06
-2.706787899755523074e+06,4.688953165664515458e+06,3.360672644122325815e+06
-2.706787204755523242e+06,4.688953860664515756e+06,3.360673339122325648e+06
-2.706786508755523246e+06,4.688954556664515287e+06,3.360674035122325644e+06
-2.706785811755523086e+06,4.688955253664515913e+06,3.360674732122325804e+06
-2.706785113755523227e+06,4.688955951664515771e+06,3.360675430122325663e+06
-2.706784414755523205e+06,4.688956650664515793e+06,3.360676129122325685e+06
-2.706783714755523019e+06,4.688957350664515048e+06,3.360676829122325871e+06
-2.706783013755523134e+06,4.688958051664515398e+06,3.360677530122325756e+06
-2.706782311755523086e+06,4.688958753664515913e+06,3.360678232122325804e+06
-2.706781608755522873e+06,4.688959456664515659e+06,3.360678935122326016e+06
-2.706780904755522963e+06,4.688960160664515570e+06,3.360679639122325927e+06
-2.706780199755522888e+06,4.688960865664515644e+06,3.360680344122326002e+06
-2.706779493755523115e+06,4.688961571664515883e+06,3.360681050122325774e+06
-2.706778786755523179e+06,4.688962278664515354e+06,3.360681757122325711e+06
-2.706778078755523078e+06,4.688962986664515920e+06,3.360682465122325812e+06
-2.706777369755522814e+06,4.688963695664515719e+06,3.360683174122326076e+06
-2.706776659755522851e+06,4.688964405664515682e+06,3.360683884122326039e+06
-2.706775948755523190e+06,4.688965116664515808e+06,3.360684595122325700e+06
-2.706775236755522899e+06,4.688965828664515167e+06,3.360685307122325990e+06
-2.706774523755522911e+06,4.688966541664515622e+06,3.360686020122325979e+06
-2.706773809755523223e+06,4.688967255664515309e+06,3.360686734122325666e+06
-2.706773094755522907e+06,4.688967970664515160e+06,3.360687449122325983e+06
-2.706772378755522892e+06,4.688968686664515175e+06,3.360688165122325998e+06
-2.706771661755523179e+06,4.688969403664515354e+06,3.360688882122325711e+06
-2.706770943755522836e+06,4.688970121664515696e+06,3.360689600122326054e+06
-2.706770224755523261e+06,4.688970840664515272e+06,3.360690319122325629e+06
-2.706769504755523056e+06,4.688971560664515942e+06,3.360691039122325834e+06
-2.706768783755523153e+06,4.688972281664515845e+06,3.360691760122325737e+06
-2.706768061755523086e+06,4.688973003664515913e+06,3.360692482122325804e+06
-2.706767338755522855e+06,4.688973726664515212e+06,3.360693205122326035e+06
-2.706766614755522925e+06,4.688974450664515607e+06,3.360693929122325964e+06
-2.706765889755522832e+06,4.688975175664515235e+06,3.360694654122326057e+06
-2.706765163755523041e+06,4.688975901664515957e+06,3.360695380122325849e+06
-2.706764436755523086e+06,4.688976628664515913e+06,3.360696107122325804e+06
-2.706763708755522966e+06,4.688977356664515100e+06,3.360696835122325923e+06
-2.706762979755523149e+06,4.688978085664515384e+06,3.360697564122325741e+06
-2.706762249755523168e+06,4.688978815664515831e+06,3.360698294122325722e+06
-2.706761518755523022e+06,4.688979546664515510e+06,3.360699025122325867e+06
-2.706760786755523179e+06,4.688980278664515354e+06,3.360699757122325711e+06
-2.706760053755523171e+06,4.688981011664515361e+06,3.360700490122325718e+06
-2.706759319755523000e+06,4.688981745664515533e+06,3.360701224122325890e+06
-2.706758584755523130e+06,4.688982480664515868e+06,3.360701959122325759e+06
-2.706757848755523097e+06,4.688983216664515436e+06,3.360702695122325793e+06
-2.706757111755522899e+06,4.688983953664515167e+06,3.360703432122325990e+06
-2.706756373755523004e+06,4.688984691664515063e+06,3.360704170122325886e+06
-2.706755634755522944e+06,4.688985430664515123e+06,3.360704909122325946e+06
-2.706754894755523186e+06,4.688986170664515346e+06,3.360705649122325704e+06
-2.706754153755523264e+06,4.688986911664515734e+06,3.360706390122325625e+06
-2.706753411755523179e+06,4.688987653664515354e+06,3.360707132122325711e+06
-2.706752668755522929e+06,4.688988396664515138e+06,3.360707875122325961e+06
