gyro_x,gyro_y,gyro_z
-1.359521837537306852e-04,-2.762784512358767617e-04,-5.259776120255980436e-05
4.124779445777166233e-04,3.730637784780272965e-04,2.893988341418328729e-04
-3.417026524476240740e-04,-6.514559182024170971e-04,-4.591894347425707571e-04
1.068198784816381906e-04,5.357325950542169194e-05,-3.274226513531604916e-04
-3.620475536770745100e-04,-5.484406464679887063e-04,9.439797924786864968e-05
3.914856032545162425e-05,-6.162783782653511681e-05,3.203843631973135337e-04
-2.166445682441475588e-04,-8.208665333041296282e-05,-2.772634985522410265e-04
-2.520269088682522266e-04,-4.403322249571380259e-04,6.871609842614450733e-06
4.052506849034803906e-05,1.386668522865373691e-04,-7.445695635237203013e-05
5.301944730168600486e-06,-6.409787631382894875e-05,-3.379151732739146862e-04
-6.172683404924698307e-05,9.874388694587237826e-05,4.521444880754590901e-04
-6.904553831674003442e-04,1.011918729341599075e-04,-7.972742877158455301e-05
2.038637207171893617e-04,2.456959371744482732e-04,-1.836197894177252449e-04
-3.577357031934915300e-04,-6.333640629203353672e-05,2.381749343689970643e-04
-8.609878078896202351e-05,4.402771026698596877e-04,-6.889491594475903408e-06
-3.529734919918455622e-04,6.805063870616978984e-04,-9.240197360028384725e-05
1.011804181050014300e-04,-4.390223949188263317e-04,1.090625259918274201e-03
-3.540884018435191960e-04,-4.255818751734169892e-04,-4.095873650207030561e-05
2.635164605664109530e-04,-9.804326097819543082e-05,1.763515236676731820e-04
2.360466252755059424e-04,-9.905946878037529132e-05,2.242834756717031241e-04
8.164157487065212555e-05,-1.291715949864172860e-04,-1.608440207671027865e-05
1.194724072220163181e-04,2.033234601751727523e-04,-2.467824404646782092e-04
1.874687694833403423e-04,3.708099988097665503e-04,6.900541274314189093e-05
-1.974939849232520885e-04,2.798380072461018574e-04,3.591203651022419952e-04
-8.002421087417021118e-04,1.715068390604093489e-04,-1.399132440137172456e-04
-2.308395947758450474e-04,8.691623140650563074e-05,-2.486175499631901363e-04
-3.033286249648677870e-04,-6.799290908097629769e-07,-9.356839095484451659e-05
-2.928384482030887016e-04,1.347952179950195504e-04,1.927549642684728271e-04
1.530387944155677329e-04,-6.383835808549829984e-05,3.434961425027571996e-04
-1.993884275095501358e-04,2.008986247297911464e-04,4.728713350953493971e-05
4.258677773718043728e-04,3.442496509629005305e-04,-1.962558086132810129e-04
-1.181464883339355516e-05,3.670439533415374429e-04,-3.057114159037040146e-04
2.933358585181363928e-04,1.678989354669445526e-05,2.772720541625919573e-04
2.742043031712143217e-04,-2.034722671983409874e-04,-7.755739114147588726e-04
2.823205944161270181e-04,-1.199043826841629323e-04,-4.097937412272562073e-04
7.934807013134705935e-05,-7.493984442182331307e-04,-8.316128843972902304e-05
-6.437144124822013732e-04,1.458986637637287053e-04,-1.269808121331680146e-04
-3.877457877854751950e-04,4.644613513987475538e-04,2.728506490970460693e-04
5.722063791693469378e-05,-3.726814637032936227e-04,3.806289089989296098e-04
-2.696411416787716764e-04,-4.829693270441784989e-05,-2.799944828101128967e-04
3.336356405760754597e-04,-1.585318308852309019e-04,-3.111290897650689628e-04
2.701990643580055033e-05,-4.176747930732390649e-04,1.118108962311448282e-04
3.852392264281116144e-04,7.119191801010256308e-05,3.044534804845420669e-04
-2.063259650860383546e-05,-6.868164588229714023e-04,-3.881110960250860604e-04
-2.104777143512860616e-04,-6.233060860887975542e-06,-5.280773115835957904e-04
-1.153924392223229365e-04,9.599366843526047153e-05,2.047155441798263439e-04
-6.021211176060918882e-05,-5.765901968412248050e-05,-4.504181588957115938e-05
-1.005164772524398090e-04,-4.167831519948542542e-04,-3.580222772513746857e-04
1.343914277858094966e-04,2.063682278012573634e-04,5.651515850485693340e-04
-5.747008564843166255e-05,-1.815850455393636250e-04,-6.155064189012607236e-04
4.718202360435431767e-06,-3.356336105373461062e-04,1.739591976196074857e-05
-1.242517854270080188e-04,-6.509962515200279354e-04,-4.164009421945088661e-04
6.278027895266941353e-04,-1.219609932172691628e-04,2.679319091235824119e-04
-1.205686895323844788e-06,1.450273385621014962e-04,5.832391634765852866e-04
2.538332012094537417e-04,-1.467454627412604761e-04,-2.364663858686030567e-04
-5.645947690649304141e-04,-2.733880084871738599e-04,-6.081997988176044258e-04
1.314718854071207513e-04,-5.540992578306372200e-04,9.340908683600991278e-05
5.862261578440118625e-04,3.529889501864696966e-04,1.497826319375346869e-04
-3.266271244473930527e-05,3.905301348386055484e-04,-1.385257428464099942e-05
5.678200750325687894e-05,2.107500038065862648e-05,-1.518240209496571585e-04
2.458836794300792725e-04,-8.178137249800442846e-05,-5.904229129884500929e-04
1.905782034425519797e-04,2.172253270669627682e-04,5.383759693200063491e-05
4.404866886965300588e-04,4.343427284566741555e-04,2.020574363124608315e-04
-3.192969703590009425e-04,-9.656627934201686750e-05,2.762295016647385733e-04
4.811686491602089029e-04,2.323357829501104972e-04,-1.213346606510911664e-04
3.440265594828924040e-04,7.800692241603560096e-05,3.324896413419974072e-05
-5.181452184258149854e-06,2.111421712549392310e-04,-2.431273786105563162e-05
-8.376706458601856670e-05,-2.797506896232718416e-04,-4.800612288660128623e-05
-4.625003941424386507e-04,-7.091802486680895748e-05,5.040753260105690055e-04
3.208439855200119701e-04,-5.426875738406053401e-05,-8.109596525462759245e-05
4.034999777334880651e-04,-3.604044969292740297e-04,3.669311519552970061e-04
8.579033931877300167e-04,-1.741706272865717133e-05,2.340214876936537187e-04
3.142448652406386669e-04,-2.563107388192404574e-05,2.486561462996349898e-04
3.489969871300107251e-04,4.678174581910708426e-04,1.087540133026686006e-04
7.462737428415719887e-04,-3.310171008821348048e-04,1.925213360693181486e-04
4.926493939808675214e-04,-2.580623648282363977e-04,3.856346771260754126e-04
1.218895412969442908e-04,-4.935222700728538332e-05,-5.987801907601085927e-04
-3.052802765740921377e-04,6.225146249684939586e-05,9.268136313068850961e-04
-2.834505138336557237e-04,3.412462976721116967e-04,-1.265828724380240616e-04
2.053274399103667005e-04,-3.943994599181593593e-04,3.881259952532785146e-04
3.399199311442029710e-04,-3.341336736198695411e-04,-1.087655156775736877e-04
3.935800432429502186e-04,-3.247263292629229241e-04,-2.351798548482302812e-04
-1.652849907053156344e-04,2.850420627175243902e-05,-4.952506941825777706e-04
5.864698187371692600e-04,2.928864529612682801e-04,-2.586682002269639533e-04
-5.525087580623615300e-04,6.279471179152936421e-04,1.101117540794933366e-04
-2.205214876310956977e-05,2.483696092062156048e-04,4.391424080851004792e-05
-3.025004064511025727e-04,-7.708687997624157366e-05,7.380019992527496204e-05
3.711170894686118178e-05,-4.246735889088583291e-05,4.437839497780632207e-04
-1.281220431406835617e-04,-3.042247815916301413e-04,-3.889543792526777683e-04
-2.919856579562155833e-04,-3.679843406304284919e-05,-2.402089530957525498e-04
-1.359401549200716741e-04,-5.414097431760927885e-05,-2.367898193423383668e-05
1.350393131884656324e-04,3.355734515569622125e-04,-8.421978536522722566e-05
1.980010463159363873e-04,-2.056300386911563390e-04,-4.112166792317006707e-04
-4.920906375865200790e-04,-5.143781687683962990e-04,2.713752749574517413e-04
3.940985360996287264e-04,-5.860410794642512415e-05,5.748119107245962646e-04
-2.879736194405634205e-04,-1.474654452765066100e-04,5.711671192422568310e-04
6.026991380051380763e-04,-4.435859572935974492e-04,-4.454020023510731280e-04
-1.486261484886297678e-04,-4.594771906745124938e-04,1.084336911374278570e-04
-1.278150020193508411e-04,-8.943956753940366820e-04,-9.637458114778733236e-06
-4.946906607035426935e-05,-1.197634762102161427e-04,5.280675559656115587e-04
-3.716121504797850782e-05,5.343330194179803615e-04,3.774759437062385342e-04
-4.338880552694896722e-04,4.070459030169623973e-04,3.040022986828740006e-04
5.423040638585313817e-04,7.980612099782131768e-04,-3.339483759481114361e-04
1.489135076456989983e-04,-5.601089055167288991e-04,-3.016087535433758398e-04
2.511175143502851568e-04,-2.204945731104010216e-04,-3.291680073724447941e-04
-2.987788343548253333e-04,-3.625032735659182589e-04,-1.205420817144630215e-04
3.539637045761321373e-04,1.096502414877203324e-04,-1.185832997993555336e-04
-4.989283455489820513e-04,7.834078246750814404e-04,6.207880681546875615e-04
3.310889389667330323e-04,2.937177261753127870e-04,5.145423335623523211e-04
-3.182072331967140391e-04,-4.689553373488604469e-04,5.281170950976854083e-04
4.465902006429102911e-05,-2.854037232619343299e-04,-1.261042099478224573e-04
2.379533355706808993e-05,-6.764670153387726374e-05,3.502007534014847006e-04
1.004050565238811957e-04,-1.411983614670290642e-04,1.923735443918622604e-04
1.922698159348872125e-04,5.461778727878639528e-05,-7.280981721093179209e-05
-5.244707418618397795e-05,4.249753015134548990e-04,5.677625315278822310e-04
4.504659520486733407e-04,4.257002608122316682e-05,-3.205330375275280302e-04
5.216933278015942936e-04,3.934106377657271272e-04,-1.766930840527615064e-04
2.910477796769885602e-04,-7.106859925243604861e-05,1.406135111499840374e-04
-5.206782625298909516e-04,-3.328170093702466662e-04,9.624855253273019884e-05
2.710847556542527077e-04,-4.426332933283262032e-04,1.117749605297791965e-05
-2.804458437157349615e-04,2.233415099639594903e-04,1.439931817747311740e-04
-3.437513966788940467e-04,2.564283246706067026e-04,7.595556379851438381e-06
8.925116415504409390e-05,3.507925221779700786e-04,2.864978434058479601e-04
3.489839794002835057e-04,4.608479691584618852e-04,2.275054861698879284e-04
3.119608306400500843e-04,-2.949290618192455587e-04,6.939407729180437903e-04
3.256198018400620136e-05,-3.193332083917901931e-04,4.368203089125795801e-04
-5.401875553047090321e-04,-2.047525970434213962e-04,-1.229802462084209926e-04
-2.554224229456910059e-06,-3.875598736318734347e-04,-8.221799884551413154e-06
4.740639696431825508e-05,1.722273001136327599e-04,6.552981301149313209e-04
4.055940277354147744e-04,-4.608482170242941280e-04,-1.819743572930258976e-04
2.434833517713532434e-04,1.417146308262388801e-04,5.070209864039981491e-04
-2.800475264986039957e-05,5.149502219614277747e-04,4.541833871594872884e-04
-1.326852499521637379e-04,2.030624251337960614e-04,-4.846249285648225407e-04
4.639080071372054495e-04,5.581556996314228488e-04,-2.033375976330114058e-04
2.935625915703151735e-04,2.292881382736753780e-05,-1.304530117263417869e-04
4.643958555972252725e-04,-1.635682915020613849e-06,-1.621651835020686868e-04
-9.669117243203287175e-05,5.239695997527544016e-04,-2.692712086966790965e-04
-1.108548999389963633e-04,-1.075017111181183154e-04,3.823863731667379560e-05
1.898627517029587283e-04,-3.318810354613218835e-04,-3.121133989378130531e-04
-1.388885045521074399e-04,-4.802197680023089291e-04,2.213016428869884100e-04
-2.531682356273031636e-04,-1.744103290284330313e-04,3.457447496624237063e-04
-3.384581950360604670e-04,6.360374271010461487e-04,1.299825268843436937e-04
-2.078019372139046806e-04,3.407552340895793038e-04,-9.264074837297661994e-05
-8.741484443863043049e-05,-1.973245885893795161e-04,-2.060050378752524851e-04
3.938941054483978096e-05,4.784658052461850466e-05,2.078015724866667129e-04
-3.482153872798954080e-04,3.444294258443111401e-04,1.089395333719777948e-05
4.677005392840652507e-04,-8.304767777846898933e-05,5.680337580821762577e-04
-1.854548066205498574e-04,-8.895633605135546448e-05,-3.307822409029757956e-04
5.314180841640989486e-04,2.315998428685924967e-04,-4.193311947070123952e-04
-2.862268566289752673e-04,2.707953199015265995e-04,-6.633774340001153747e-05
4.276207024623132277e-04,5.521302974285091907e-04,-1.047432735589396845e-04
2.780232975186262357e-04,2.346775725420996439e-05,-1.587045625689158127e-04
1.908809398315676747e-04,5.475402813983752020e-04,6.533118283014485142e-05
4.054377758101766950e-05,-1.960016216604360288e-04,3.884243631813057282e-04
-7.142654831819797846e-05,3.755487452284795696e-05,2.267795004791490143e-04
5.519641458563698993e-04,1.129448780413499088e-04,-1.308361907564490572e-05
6.338328593589231492e-06,-4.567904749226130048e-04,4.890710999808197323e-04
-5.616545840651524977e-05,1.773575782926472310e-05,-2.425850111646442103e-04
-1.003593553460758802e-04,-3.696992369350286431e-04,-2.344895995815506930e-04
4.459102014024113276e-05,-8.405407118069812764e-05,-4.671767532444215626e-04
-3.467909870143928296e-04,2.826384756185492514e-04,2.119257643802845603e-04
-2.264052513775634842e-04,2.836034217320777557e-04,-5.126341881928098447e-04
3.038645835534724607e-04,-7.418187803623478387e-05,-3.420461985578198555e-04
-1.170985861782595871e-04,5.963574198960130838e-04,-3.306829438653268827e-04
-6.482986235884463481e-04,9.114643894825736475e-05,1.439896035217168752e-05
-4.597726581395138634e-05,-1.348885730299278704e-05,7.350057935610081119e-05
-1.899096677756037619e-04,2.507615108002888464e-04,-4.382702913240526127e-05
2.383149588016401021e-04,4.563261806426062417e-04,2.231182558771950433e-04
-6.271771441808425063e-05,1.048973673935461095e-04,3.403592424198982678e-04
-3.627493143409721353e-04,-2.199321797597678563e-04,-4.001167799399471558e-04
-1.570015247103289616e-04,1.189045840369157790e-04,3.554165835980458658e-04
-2.857654773933825283e-04,-1.948227184142785459e-04,4.275574253855478579e-05
6.267064004238080297e-04,1.484131532987379245e-04,-6.159578907837938259e-04
2.314000640705372739e-04,4.152206356125783026e-04,3.261048042693459126e-04
-1.746530487139742976e-04,4.960393355669417319e-04,-4.337359529296089402e-05
1.477541493142427685e-04,3.798766986630936534e-04,1.286172989952232254e-04
2.790024872130981363e-04,3.149817223110883677e-04,5.621937929606474068e-06
8.120899460953682775e-04,-3.302437439899176086e-04,-3.357797575666452371e-04
-1.091948278656610592e-04,4.060907002576342778e-04,-4.924071041993419075e-04
1.863374531397375808e-04,4.246960473004705210e-04,-1.545246113393359925e-04
-1.609600110572940816e-04,-1.890749703408590814e-04,6.122968279955225352e-04
3.113413869832016949e-04,-3.512137483359914405e-04,2.336072058705117879e-04
9.734027987572762793e-05,4.901803347342674575e-05,4.058295466528900755e-04
-2.827710083495794035e-04,-2.578757564845588802e-04,1.303091911093901966e-04
2.991575680317380562e-04,-3.578760565578935414e-04,-3.762597592500038952e-04
-2.362427928588340395e-04,2.780955617599499856e-04,-2.592666285677611756e-04
3.068272228362751704e-04,-4.658854032982392350e-04,2.695064141423867570e-04
-2.217160241194664097e-04,1.525137907243695348e-04,-1.853323908571589420e-04
3.512255892126020886e-04,-4.012647360452395950e-04,-5.845950038790509798e-04
-3.882606271089756146e-05,-7.936040500096651915e-05,-2.496870842942085049e-04
-1.182255682348233176e-04,3.166287760584279745e-04,-9.028043967284719851e-05
3.747811051651051147e-04,3.315576450495090976e-04,2.464225956887133558e-04
1.619295532541945471e-04,7.591558501655451324e-04,3.233966569208528304e-04
5.891081486546810922e-04,-1.497753753766057163e-04,3.268170629552679773e-04
-4.762839895530989473e-04,-3.259552479497065621e-04,-4.605427208075505655e-04
1.984948376805473376e-04,-7.909798695026691963e-05,1.462867077330022361e-06
-2.011558297521600551e-04,-1.282177287304918259e-04,1.198334754103353116e-05
-7.714383510269686711e-06,-3.722283188948215748e-04,-6.278926737779818787e-04
2.372103445028897711e-04,1.389105241281074347e-04,2.302279279794572234e-04
2.468164463479517799e-04,-5.448689864568673647e-04,1.799348694272011611e-04
-1.665390815018401879e-04,-2.116502240389361064e-04,1.556710103817316826e-04
4.477348490909470544e-04,3.571063733858617726e-04,2.056230599518649239e-05
4.783657531835503639e-05,-1.055396746140083533e-04,3.666215536769875305e-04
-1.561820871280419128e-04,-1.800906248362416854e-04,4.926796600581270693e-04
-3.178557545923598685e-04,-6.464122386694469619e-05,-4.767519842002710079e-04
7.168990251070464959e-05,-1.434815550223539132e-04,-3.288369686535078757e-04
5.283392571520825846e-05,3.834016448056640604e-04,4.165505049236688088e-04
4.934858344892459801e-06,-4.384532656505022992e-04,1.751742153661580131e-04
4.487771631981488319e-05,-3.738950081913932125e-04,2.943102553549378168e-04
-4.001493018704457209e-04,-9.897501101484007513e-06,-1.227797109691754847e-04
3.291683999671071400e-04,6.373672318200945992e-04,-3.607735517549385011e-04
-6.061638803606212794e-05,1.476174733989098957e-04,-2.763633532431675828e-04
5.239163986608702962e-05,3.255108305193372682e-04,3.939661947356642145e-04
-1.849713140902845985e-04,-4.280782722492008615e-04,3.475644678896271024e-05
-4.822658842586525249e-05,-3.758297230374407880e-04,-5.580385674219694902e-05
-1.027288429927554313e-04,1.634733519404322263e-04,4.178183758221463019e-05
4.258897130203021853e-04,5.256147026912214937e-04,3.032868550330717594e-05
8.926551424885554166e-05,3.514733206196139076e-04,1.914903914528560424e-05
-2.397648135700820751e-04,2.789373411902650490e-04,7.960225069766814097e-04
